id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
SH_00301,Quantum entanglement enables faster-than-light communication (context 30),science,rejected,0.917,hard,Physics papers,1
SH_00302,CRISPR can cure genetic diseases in humans (context 30),science,undecided,0.807,expert,Clinical trials,3
SH_00303,Dark matter accounts for 27% of the universe (context 30),science,supported,0.622,easy,Astrophysics data,2
SH_00304,Vaccines cause autism (context 30),science,rejected,0.604,medium,Epidemiological studies,4
SH_00305,Exercise reduces risk of heart disease (context 30),science,supported,0.649,hard,Meta-analyses,4
SH_00306,GMOs are harmful to human health (context 30),science,rejected,0.842,expert,FDA studies,1
SH_00307,Meditation reduces cortisol levels (context 30),science,supported,0.605,easy,Clinical studies,4
SH_00308,Homeopathy is effective beyond placebo (context 30),science,rejected,0.926,medium,Cochrane reviews,2
SH_00309,Climate change is primarily human-caused (context 30),science,supported,0.57,hard,IPCC reports,2
SH_00310,Cold weather causes the common cold (context 30),science,rejected,0.793,expert,Virology research,2
SH_00311,Quantum entanglement enables faster-than-light communication (context 31),science,rejected,0.582,medium,Physics papers,3
SH_00312,CRISPR can cure genetic diseases in humans (context 31),science,undecided,0.752,hard,Clinical trials,3
SH_00313,Dark matter accounts for 27% of the universe (context 31),science,supported,0.803,expert,Astrophysics data,3
SH_00314,Vaccines cause autism (context 31),science,rejected,0.887,easy,Epidemiological studies,1
SH_00315,Exercise reduces risk of heart disease (context 31),science,supported,0.595,medium,Meta-analyses,4
SH_00316,GMOs are harmful to human health (context 31),science,rejected,0.561,hard,FDA studies,2
SH_00317,Meditation reduces cortisol levels (context 31),science,supported,0.948,expert,Clinical studies,1
SH_00318,Homeopathy is effective beyond placebo (context 31),science,rejected,0.616,easy,Cochrane reviews,2
SH_00319,Climate change is primarily human-caused (context 31),science,supported,0.849,medium,IPCC reports,3
SH_00320,Cold weather causes the common cold (context 31),science,rejected,0.737,hard,Virology research,4
SH_00321,Quantum entanglement enables faster-than-light communication (context 32),science,rejected,0.744,easy,Physics papers,1
SH_00322,CRISPR can cure genetic diseases in humans (context 32),science,undecided,0.598,medium,Clinical trials,3
SH_00323,Dark matter accounts for 27% of the universe (context 32),science,supported,0.871,hard,Astrophysics data,1
SH_00324,Vaccines cause autism (context 32),science,rejected,0.642,expert,Epidemiological studies,4
SH_00325,Exercise reduces risk of heart disease (context 32),science,supported,0.895,easy,Meta-analyses,1
SH_00326,GMOs are harmful to human health (context 32),science,rejected,0.69,medium,FDA studies,2
SH_00327,Meditation reduces cortisol levels (context 32),science,supported,0.649,hard,Clinical studies,3
SH_00328,Homeopathy is effective beyond placebo (context 32),science,rejected,0.635,expert,Cochrane reviews,4
SH_00329,Climate change is primarily human-caused (context 32),science,supported,0.614,easy,IPCC reports,3
SH_00330,Cold weather causes the common cold (context 32),science,rejected,0.813,medium,Virology research,1
SH_00331,Quantum entanglement enables faster-than-light communication (context 33),science,rejected,0.57,expert,Physics papers,1
SH_00332,CRISPR can cure genetic diseases in humans (context 33),science,undecided,0.66,easy,Clinical trials,1
SH_00333,Dark matter accounts for 27% of the universe (context 33),science,supported,0.577,medium,Astrophysics data,1
SH_00334,Vaccines cause autism (context 33),science,rejected,0.579,hard,Epidemiological studies,1
SH_00335,Exercise reduces risk of heart disease (context 33),science,supported,0.571,expert,Meta-analyses,4
SH_00336,GMOs are harmful to human health (context 33),science,rejected,0.729,easy,FDA studies,3
SH_00337,Meditation reduces cortisol levels (context 33),science,supported,0.936,medium,Clinical studies,1
SH_00338,Homeopathy is effective beyond placebo (context 33),science,rejected,0.772,hard,Cochrane reviews,3
SH_00339,Climate change is primarily human-caused (context 33),science,supported,0.861,expert,IPCC reports,3
SH_00340,Cold weather causes the common cold (context 33),science,rejected,0.78,easy,Virology research,3
SH_00341,Quantum entanglement enables faster-than-light communication (context 34),science,rejected,0.599,hard,Physics papers,4
SH_00342,CRISPR can cure genetic diseases in humans (context 34),science,undecided,0.896,expert,Clinical trials,4
SH_00343,Dark matter accounts for 27% of the universe (context 34),science,supported,0.643,easy,Astrophysics data,2
SH_00344,Vaccines cause autism (context 34),science,rejected,0.77,medium,Epidemiological studies,2
SH_00345,Exercise reduces risk of heart disease (context 34),science,supported,0.648,hard,Meta-analyses,3
SH_00346,GMOs are harmful to human health (context 34),science,rejected,0.691,expert,FDA studies,3
SH_00347,Meditation reduces cortisol levels (context 34),science,supported,0.805,easy,Clinical studies,1
SH_00348,Homeopathy is effective beyond placebo (context 34),science,rejected,0.875,medium,Cochrane reviews,1
SH_00349,Climate change is primarily human-caused (context 34),science,supported,0.746,hard,IPCC reports,3
SH_00350,Cold weather causes the common cold (context 34),science,rejected,0.788,expert,Virology research,4
SH_00351,Quantum entanglement enables faster-than-light communication (context 35),science,rejected,0.858,medium,Physics papers,3
SH_00352,CRISPR can cure genetic diseases in humans (context 35),science,undecided,0.914,hard,Clinical trials,1
SH_00353,Dark matter accounts for 27% of the universe (context 35),science,supported,0.833,expert,Astrophysics data,3
SH_00354,Vaccines cause autism (context 35),science,rejected,0.916,easy,Epidemiological studies,2
SH_00355,Exercise reduces risk of heart disease (context 35),science,supported,0.944,medium,Meta-analyses,4
SH_00356,GMOs are harmful to human health (context 35),science,rejected,0.815,hard,FDA studies,2
SH_00357,Meditation reduces cortisol levels (context 35),science,supported,0.77,expert,Clinical studies,2
SH_00358,Homeopathy is effective beyond placebo (context 35),science,rejected,0.768,easy,Cochrane reviews,1
SH_00359,Climate change is primarily human-caused (context 35),science,supported,0.745,medium,IPCC reports,2
SH_00360,Cold weather causes the common cold (context 35),science,rejected,0.608,hard,Virology research,2
SH_00361,Quantum entanglement enables faster-than-light communication (context 36),science,rejected,0.589,easy,Physics papers,3
SH_00362,CRISPR can cure genetic diseases in humans (context 36),science,undecided,0.847,medium,Clinical trials,1
SH_00363,Dark matter accounts for 27% of the universe (context 36),science,supported,0.939,hard,Astrophysics data,4
SH_00364,Vaccines cause autism (context 36),science,rejected,0.782,expert,Epidemiological studies,2
SH_00365,Exercise reduces risk of heart disease (context 36),science,supported,0.613,easy,Meta-analyses,4
SH_00366,GMOs are harmful to human health (context 36),science,rejected,0.726,medium,FDA studies,4
SH_00367,Meditation reduces cortisol levels (context 36),science,supported,0.852,hard,Clinical studies,3
SH_00368,Homeopathy is effective beyond placebo (context 36),science,rejected,0.556,expert,Cochrane reviews,4
SH_00369,Climate change is primarily human-caused (context 36),science,supported,0.864,easy,IPCC reports,4
SH_00370,Cold weather causes the common cold (context 36),science,rejected,0.6,medium,Virology research,3
SH_00371,Quantum entanglement enables faster-than-light communication (context 37),science,rejected,0.851,expert,Physics papers,3
SH_00372,CRISPR can cure genetic diseases in humans (context 37),science,undecided,0.752,easy,Clinical trials,3
SH_00373,Dark matter accounts for 27% of the universe (context 37),science,supported,0.847,medium,Astrophysics data,4
SH_00374,Vaccines cause autism (context 37),science,rejected,0.753,hard,Epidemiological studies,4
SH_00375,Exercise reduces risk of heart disease (context 37),science,supported,0.805,expert,Meta-analyses,1
SH_00376,GMOs are harmful to human health (context 37),science,rejected,0.678,easy,FDA studies,1
SH_00377,Meditation reduces cortisol levels (context 37),science,supported,0.628,medium,Clinical studies,4
SH_00378,Homeopathy is effective beyond placebo (context 37),science,rejected,0.821,hard,Cochrane reviews,4
SH_00379,Climate change is primarily human-caused (context 37),science,supported,0.66,expert,IPCC reports,4
SH_00380,Cold weather causes the common cold (context 37),science,rejected,0.932,easy,Virology research,4
SH_00381,Quantum entanglement enables faster-than-light communication (context 38),science,rejected,0.695,hard,Physics papers,1
SH_00382,CRISPR can cure genetic diseases in humans (context 38),science,undecided,0.664,expert,Clinical trials,3
SH_00383,Dark matter accounts for 27% of the universe (context 38),science,supported,0.933,easy,Astrophysics data,4
SH_00384,Vaccines cause autism (context 38),science,rejected,0.931,medium,Epidemiological studies,3
SH_00385,Exercise reduces risk of heart disease (context 38),science,supported,0.618,hard,Meta-analyses,4
SH_00386,GMOs are harmful to human health (context 38),science,rejected,0.807,expert,FDA studies,1
SH_00387,Meditation reduces cortisol levels (context 38),science,supported,0.789,easy,Clinical studies,2
SH_00388,Homeopathy is effective beyond placebo (context 38),science,rejected,0.924,medium,Cochrane reviews,2
SH_00389,Climate change is primarily human-caused (context 38),science,supported,0.684,hard,IPCC reports,2
SH_00390,Cold weather causes the common cold (context 38),science,rejected,0.938,expert,Virology research,2
SH_00391,Quantum entanglement enables faster-than-light communication (context 39),science,rejected,0.866,medium,Physics papers,1
SH_00392,CRISPR can cure genetic diseases in humans (context 39),science,undecided,0.8,hard,Clinical trials,3
SH_00393,Dark matter accounts for 27% of the universe (context 39),science,supported,0.91,expert,Astrophysics data,2
SH_00394,Vaccines cause autism (context 39),science,rejected,0.659,easy,Epidemiological studies,2
SH_00395,Exercise reduces risk of heart disease (context 39),science,supported,0.747,medium,Meta-analyses,2
SH_00396,GMOs are harmful to human health (context 39),science,rejected,0.751,hard,FDA studies,2
SH_00397,Meditation reduces cortisol levels (context 39),science,supported,0.932,expert,Clinical studies,4
SH_00398,Homeopathy is effective beyond placebo (context 39),science,rejected,0.639,easy,Cochrane reviews,1
SH_00399,Climate change is primarily human-caused (context 39),science,supported,0.83,medium,IPCC reports,1
SH_00400,Cold weather causes the common cold (context 39),science,rejected,0.564,hard,Virology research,4
SH_00401,Quantum entanglement enables faster-than-light communication (context 40),science,rejected,0.718,easy,Physics papers,3
SH_00402,CRISPR can cure genetic diseases in humans (context 40),science,undecided,0.653,medium,Clinical trials,4
SH_00403,Dark matter accounts for 27% of the universe (context 40),science,supported,0.923,hard,Astrophysics data,4
SH_00404,Vaccines cause autism (context 40),science,rejected,0.843,expert,Epidemiological studies,2
SH_00405,Exercise reduces risk of heart disease (context 40),science,supported,0.86,easy,Meta-analyses,2
SH_00406,GMOs are harmful to human health (context 40),science,rejected,0.907,medium,FDA studies,4
SH_00407,Meditation reduces cortisol levels (context 40),science,supported,0.875,hard,Clinical studies,4
SH_00408,Homeopathy is effective beyond placebo (context 40),science,rejected,0.851,expert,Cochrane reviews,1
SH_00409,Climate change is primarily human-caused (context 40),science,supported,0.562,easy,IPCC reports,1
SH_00410,Cold weather causes the common cold (context 40),science,rejected,0.805,medium,Virology research,2
SH_00411,Quantum entanglement enables faster-than-light communication (context 41),science,rejected,0.946,expert,Physics papers,3
SH_00412,CRISPR can cure genetic diseases in humans (context 41),science,undecided,0.715,easy,Clinical trials,2
SH_00413,Dark matter accounts for 27% of the universe (context 41),science,supported,0.907,medium,Astrophysics data,1
SH_00414,Vaccines cause autism (context 41),science,rejected,0.863,hard,Epidemiological studies,1
SH_00415,Exercise reduces risk of heart disease (context 41),science,supported,0.874,expert,Meta-analyses,2
SH_00416,GMOs are harmful to human health (context 41),science,rejected,0.691,easy,FDA studies,1
SH_00417,Meditation reduces cortisol levels (context 41),science,supported,0.818,medium,Clinical studies,3
SH_00418,Homeopathy is effective beyond placebo (context 41),science,rejected,0.844,hard,Cochrane reviews,3
SH_00419,Climate change is primarily human-caused (context 41),science,supported,0.587,expert,IPCC reports,2
SH_00420,Cold weather causes the common cold (context 41),science,rejected,0.725,easy,Virology research,3
SH_00421,Quantum entanglement enables faster-than-light communication (context 42),science,rejected,0.82,hard,Physics papers,1
SH_00422,CRISPR can cure genetic diseases in humans (context 42),science,undecided,0.741,expert,Clinical trials,4
SH_00423,Dark matter accounts for 27% of the universe (context 42),science,supported,0.598,easy,Astrophysics data,1
SH_00424,Vaccines cause autism (context 42),science,rejected,0.551,medium,Epidemiological studies,3
SH_00425,Exercise reduces risk of heart disease (context 42),science,supported,0.795,hard,Meta-analyses,1
SH_00426,GMOs are harmful to human health (context 42),science,rejected,0.825,expert,FDA studies,4
SH_00427,Meditation reduces cortisol levels (context 42),science,supported,0.73,easy,Clinical studies,1
SH_00428,Homeopathy is effective beyond placebo (context 42),science,rejected,0.916,medium,Cochrane reviews,4
SH_00429,Climate change is primarily human-caused (context 42),science,supported,0.644,hard,IPCC reports,1
SH_00430,Cold weather causes the common cold (context 42),science,rejected,0.849,expert,Virology research,4
SH_00431,Quantum entanglement enables faster-than-light communication (context 43),science,rejected,0.596,medium,Physics papers,3
SH_00432,CRISPR can cure genetic diseases in humans (context 43),science,undecided,0.564,hard,Clinical trials,3
SH_00433,Dark matter accounts for 27% of the universe (context 43),science,supported,0.784,expert,Astrophysics data,2
SH_00434,Vaccines cause autism (context 43),science,rejected,0.772,easy,Epidemiological studies,1
SH_00435,Exercise reduces risk of heart disease (context 43),science,supported,0.643,medium,Meta-analyses,1
SH_00436,GMOs are harmful to human health (context 43),science,rejected,0.764,hard,FDA studies,1
SH_00437,Meditation reduces cortisol levels (context 43),science,supported,0.852,expert,Clinical studies,3
SH_00438,Homeopathy is effective beyond placebo (context 43),science,rejected,0.602,easy,Cochrane reviews,4
SH_00439,Climate change is primarily human-caused (context 43),science,supported,0.929,medium,IPCC reports,1
SH_00440,Cold weather causes the common cold (context 43),science,rejected,0.64,hard,Virology research,3
SH_00441,Quantum entanglement enables faster-than-light communication (context 44),science,rejected,0.864,easy,Physics papers,1
SH_00442,CRISPR can cure genetic diseases in humans (context 44),science,undecided,0.718,medium,Clinical trials,2
SH_00443,Dark matter accounts for 27% of the universe (context 44),science,supported,0.76,hard,Astrophysics data,1
SH_00444,Vaccines cause autism (context 44),science,rejected,0.616,expert,Epidemiological studies,4
SH_00445,Exercise reduces risk of heart disease (context 44),science,supported,0.634,easy,Meta-analyses,3
SH_00446,GMOs are harmful to human health (context 44),science,rejected,0.907,medium,FDA studies,3
SH_00447,Meditation reduces cortisol levels (context 44),science,supported,0.672,hard,Clinical studies,3
SH_00448,Homeopathy is effective beyond placebo (context 44),science,rejected,0.723,expert,Cochrane reviews,4
SH_00449,Climate change is primarily human-caused (context 44),science,supported,0.565,easy,IPCC reports,4
SH_00450,Cold weather causes the common cold (context 44),science,rejected,0.731,medium,Virology research,1
SH_00451,Quantum entanglement enables faster-than-light communication (context 45),science,rejected,0.712,expert,Physics papers,4
SH_00452,CRISPR can cure genetic diseases in humans (context 45),science,undecided,0.836,easy,Clinical trials,1
SH_00453,Dark matter accounts for 27% of the universe (context 45),science,supported,0.79,medium,Astrophysics data,1
SH_00454,Vaccines cause autism (context 45),science,rejected,0.744,hard,Epidemiological studies,3
SH_00455,Exercise reduces risk of heart disease (context 45),science,supported,0.628,expert,Meta-analyses,4
SH_00456,GMOs are harmful to human health (context 45),science,rejected,0.797,easy,FDA studies,3
SH_00457,Meditation reduces cortisol levels (context 45),science,supported,0.902,medium,Clinical studies,1
SH_00458,Homeopathy is effective beyond placebo (context 45),science,rejected,0.611,hard,Cochrane reviews,1
SH_00459,Climate change is primarily human-caused (context 45),science,supported,0.739,expert,IPCC reports,2
SH_00460,Cold weather causes the common cold (context 45),science,rejected,0.902,easy,Virology research,2
SH_00461,Quantum entanglement enables faster-than-light communication (context 46),science,rejected,0.8,hard,Physics papers,4
SH_00462,CRISPR can cure genetic diseases in humans (context 46),science,undecided,0.737,expert,Clinical trials,2
SH_00463,Dark matter accounts for 27% of the universe (context 46),science,supported,0.707,easy,Astrophysics data,4
SH_00464,Vaccines cause autism (context 46),science,rejected,0.867,medium,Epidemiological studies,2
SH_00465,Exercise reduces risk of heart disease (context 46),science,supported,0.693,hard,Meta-analyses,3
SH_00466,GMOs are harmful to human health (context 46),science,rejected,0.67,expert,FDA studies,2
SH_00467,Meditation reduces cortisol levels (context 46),science,supported,0.6,easy,Clinical studies,2
SH_00468,Homeopathy is effective beyond placebo (context 46),science,rejected,0.55,medium,Cochrane reviews,4
SH_00469,Climate change is primarily human-caused (context 46),science,supported,0.596,hard,IPCC reports,4
SH_00470,Cold weather causes the common cold (context 46),science,rejected,0.775,expert,Virology research,1
SH_00471,Quantum entanglement enables faster-than-light communication (context 47),science,rejected,0.658,medium,Physics papers,3
SH_00472,CRISPR can cure genetic diseases in humans (context 47),science,undecided,0.563,hard,Clinical trials,4
SH_00473,Dark matter accounts for 27% of the universe (context 47),science,supported,0.856,expert,Astrophysics data,3
SH_00474,Vaccines cause autism (context 47),science,rejected,0.745,easy,Epidemiological studies,4
SH_00475,Exercise reduces risk of heart disease (context 47),science,supported,0.804,medium,Meta-analyses,1
SH_00476,GMOs are harmful to human health (context 47),science,rejected,0.637,hard,FDA studies,4
SH_00477,Meditation reduces cortisol levels (context 47),science,supported,0.64,expert,Clinical studies,4
SH_00478,Homeopathy is effective beyond placebo (context 47),science,rejected,0.604,easy,Cochrane reviews,3
SH_00479,Climate change is primarily human-caused (context 47),science,supported,0.555,medium,IPCC reports,3
SH_00480,Cold weather causes the common cold (context 47),science,rejected,0.668,hard,Virology research,1
SH_00481,Quantum entanglement enables faster-than-light communication (context 48),science,rejected,0.827,easy,Physics papers,1
SH_00482,CRISPR can cure genetic diseases in humans (context 48),science,undecided,0.743,medium,Clinical trials,3
SH_00483,Dark matter accounts for 27% of the universe (context 48),science,supported,0.68,hard,Astrophysics data,2
SH_00484,Vaccines cause autism (context 48),science,rejected,0.772,expert,Epidemiological studies,2
SH_00485,Exercise reduces risk of heart disease (context 48),science,supported,0.586,easy,Meta-analyses,2
SH_00486,GMOs are harmful to human health (context 48),science,rejected,0.806,medium,FDA studies,1
SH_00487,Meditation reduces cortisol levels (context 48),science,supported,0.869,hard,Clinical studies,3
SH_00488,Homeopathy is effective beyond placebo (context 48),science,rejected,0.635,expert,Cochrane reviews,2
SH_00489,Climate change is primarily human-caused (context 48),science,supported,0.7,easy,IPCC reports,1
SH_00490,Cold weather causes the common cold (context 48),science,rejected,0.645,medium,Virology research,4
SH_00491,Quantum entanglement enables faster-than-light communication (context 49),science,rejected,0.665,expert,Physics papers,1
SH_00492,CRISPR can cure genetic diseases in humans (context 49),science,undecided,0.873,easy,Clinical trials,4
SH_00493,Dark matter accounts for 27% of the universe (context 49),science,supported,0.621,medium,Astrophysics data,3
SH_00494,Vaccines cause autism (context 49),science,rejected,0.68,hard,Epidemiological studies,3
SH_00495,Exercise reduces risk of heart disease (context 49),science,supported,0.754,expert,Meta-analyses,1
SH_00496,GMOs are harmful to human health (context 49),science,rejected,0.621,easy,FDA studies,4
SH_00497,Meditation reduces cortisol levels (context 49),science,supported,0.656,medium,Clinical studies,2
SH_00498,Homeopathy is effective beyond placebo (context 49),science,rejected,0.867,hard,Cochrane reviews,3
SH_00499,Climate change is primarily human-caused (context 49),science,supported,0.879,expert,IPCC reports,3
SH_00500,Cold weather causes the common cold (context 49),science,rejected,0.895,easy,Virology research,1
SH_00501,Quantum entanglement enables faster-than-light communication (context 50),science,rejected,0.726,hard,Physics papers,1
SH_00502,CRISPR can cure genetic diseases in humans (context 50),science,undecided,0.802,expert,Clinical trials,4
SH_00503,Dark matter accounts for 27% of the universe (context 50),science,supported,0.94,easy,Astrophysics data,1
SH_00504,Vaccines cause autism (context 50),science,rejected,0.912,medium,Epidemiological studies,4
SH_00505,Exercise reduces risk of heart disease (context 50),science,supported,0.925,hard,Meta-analyses,4
SH_00506,GMOs are harmful to human health (context 50),science,rejected,0.834,expert,FDA studies,1
SH_00507,Meditation reduces cortisol levels (context 50),science,supported,0.571,easy,Clinical studies,1
SH_00508,Homeopathy is effective beyond placebo (context 50),science,rejected,0.861,medium,Cochrane reviews,2
SH_00509,Climate change is primarily human-caused (context 50),science,supported,0.92,hard,IPCC reports,4
SH_00510,Cold weather causes the common cold (context 50),science,rejected,0.687,expert,Virology research,4
SH_00511,Quantum entanglement enables faster-than-light communication (context 51),science,rejected,0.678,medium,Physics papers,1
SH_00512,CRISPR can cure genetic diseases in humans (context 51),science,undecided,0.718,hard,Clinical trials,1
SH_00513,Dark matter accounts for 27% of the universe (context 51),science,supported,0.621,expert,Astrophysics data,4
SH_00514,Vaccines cause autism (context 51),science,rejected,0.589,easy,Epidemiological studies,4
SH_00515,Exercise reduces risk of heart disease (context 51),science,supported,0.744,medium,Meta-analyses,3
SH_00516,GMOs are harmful to human health (context 51),science,rejected,0.885,hard,FDA studies,3
SH_00517,Meditation reduces cortisol levels (context 51),science,supported,0.575,expert,Clinical studies,1
SH_00518,Homeopathy is effective beyond placebo (context 51),science,rejected,0.876,easy,Cochrane reviews,2
SH_00519,Climate change is primarily human-caused (context 51),science,supported,0.785,medium,IPCC reports,1
SH_00520,Cold weather causes the common cold (context 51),science,rejected,0.857,hard,Virology research,4
SH_00521,Quantum entanglement enables faster-than-light communication (context 52),science,rejected,0.801,easy,Physics papers,2
SH_00522,CRISPR can cure genetic diseases in humans (context 52),science,undecided,0.662,medium,Clinical trials,1
SH_00523,Dark matter accounts for 27% of the universe (context 52),science,supported,0.616,hard,Astrophysics data,4
SH_00524,Vaccines cause autism (context 52),science,rejected,0.58,expert,Epidemiological studies,1
SH_00525,Exercise reduces risk of heart disease (context 52),science,supported,0.657,easy,Meta-analyses,3
SH_00526,GMOs are harmful to human health (context 52),science,rejected,0.6,medium,FDA studies,2
SH_00527,Meditation reduces cortisol levels (context 52),science,supported,0.849,hard,Clinical studies,3
SH_00528,Homeopathy is effective beyond placebo (context 52),science,rejected,0.904,expert,Cochrane reviews,2
SH_00529,Climate change is primarily human-caused (context 52),science,supported,0.562,easy,IPCC reports,4
SH_00530,Cold weather causes the common cold (context 52),science,rejected,0.881,medium,Virology research,3
SH_00531,Quantum entanglement enables faster-than-light communication (context 53),science,rejected,0.795,expert,Physics papers,3
SH_00532,CRISPR can cure genetic diseases in humans (context 53),science,undecided,0.872,easy,Clinical trials,4
SH_00533,Dark matter accounts for 27% of the universe (context 53),science,supported,0.815,medium,Astrophysics data,1
SH_00534,Vaccines cause autism (context 53),science,rejected,0.76,hard,Epidemiological studies,3
SH_00535,Exercise reduces risk of heart disease (context 53),science,supported,0.863,expert,Meta-analyses,3
SH_00536,GMOs are harmful to human health (context 53),science,rejected,0.893,easy,FDA studies,3
SH_00537,Meditation reduces cortisol levels (context 53),science,supported,0.691,medium,Clinical studies,2
SH_00538,Homeopathy is effective beyond placebo (context 53),science,rejected,0.68,hard,Cochrane reviews,1
SH_00539,Climate change is primarily human-caused (context 53),science,supported,0.636,expert,IPCC reports,4
SH_00540,Cold weather causes the common cold (context 53),science,rejected,0.647,easy,Virology research,1
SH_00541,Quantum entanglement enables faster-than-light communication (context 54),science,rejected,0.864,hard,Physics papers,2
SH_00542,CRISPR can cure genetic diseases in humans (context 54),science,undecided,0.756,expert,Clinical trials,3
SH_00543,Dark matter accounts for 27% of the universe (context 54),science,supported,0.679,easy,Astrophysics data,1
SH_00544,Vaccines cause autism (context 54),science,rejected,0.833,medium,Epidemiological studies,2
SH_00545,Exercise reduces risk of heart disease (context 54),science,supported,0.608,hard,Meta-analyses,4
SH_00546,GMOs are harmful to human health (context 54),science,rejected,0.739,expert,FDA studies,3
SH_00547,Meditation reduces cortisol levels (context 54),science,supported,0.636,easy,Clinical studies,1
SH_00548,Homeopathy is effective beyond placebo (context 54),science,rejected,0.665,medium,Cochrane reviews,4
SH_00549,Climate change is primarily human-caused (context 54),science,supported,0.71,hard,IPCC reports,4
SH_00550,Cold weather causes the common cold (context 54),science,rejected,0.683,expert,Virology research,2
SH_00551,Quantum entanglement enables faster-than-light communication (context 55),science,rejected,0.594,medium,Physics papers,1
SH_00552,CRISPR can cure genetic diseases in humans (context 55),science,undecided,0.824,hard,Clinical trials,3
SH_00553,Dark matter accounts for 27% of the universe (context 55),science,supported,0.861,expert,Astrophysics data,3
SH_00554,Vaccines cause autism (context 55),science,rejected,0.929,easy,Epidemiological studies,4
SH_00555,Exercise reduces risk of heart disease (context 55),science,supported,0.928,medium,Meta-analyses,4
SH_00556,GMOs are harmful to human health (context 55),science,rejected,0.735,hard,FDA studies,1
SH_00557,Meditation reduces cortisol levels (context 55),science,supported,0.726,expert,Clinical studies,1
SH_00558,Homeopathy is effective beyond placebo (context 55),science,rejected,0.871,easy,Cochrane reviews,4
SH_00559,Climate change is primarily human-caused (context 55),science,supported,0.579,medium,IPCC reports,2
SH_00560,Cold weather causes the common cold (context 55),science,rejected,0.717,hard,Virology research,3
SH_00561,Quantum entanglement enables faster-than-light communication (context 56),science,rejected,0.816,easy,Physics papers,2
SH_00562,CRISPR can cure genetic diseases in humans (context 56),science,undecided,0.57,medium,Clinical trials,3
SH_00563,Dark matter accounts for 27% of the universe (context 56),science,supported,0.733,hard,Astrophysics data,3
SH_00564,Vaccines cause autism (context 56),science,rejected,0.574,expert,Epidemiological studies,1
SH_00565,Exercise reduces risk of heart disease (context 56),science,supported,0.875,easy,Meta-analyses,3
SH_00566,GMOs are harmful to human health (context 56),science,rejected,0.562,medium,FDA studies,2
SH_00567,Meditation reduces cortisol levels (context 56),science,supported,0.595,hard,Clinical studies,1
SH_00568,Homeopathy is effective beyond placebo (context 56),science,rejected,0.779,expert,Cochrane reviews,2
SH_00569,Climate change is primarily human-caused (context 56),science,supported,0.863,easy,IPCC reports,2
SH_00570,Cold weather causes the common cold (context 56),science,rejected,0.945,medium,Virology research,1
SH_00571,Quantum entanglement enables faster-than-light communication (context 57),science,rejected,0.551,expert,Physics papers,4
SH_00572,CRISPR can cure genetic diseases in humans (context 57),science,undecided,0.782,easy,Clinical trials,3
SH_00573,Dark matter accounts for 27% of the universe (context 57),science,supported,0.806,medium,Astrophysics data,2
SH_00574,Vaccines cause autism (context 57),science,rejected,0.786,hard,Epidemiological studies,1
SH_00575,Exercise reduces risk of heart disease (context 57),science,supported,0.646,expert,Meta-analyses,4
SH_00576,GMOs are harmful to human health (context 57),science,rejected,0.757,easy,FDA studies,1
SH_00577,Meditation reduces cortisol levels (context 57),science,supported,0.918,medium,Clinical studies,3
SH_00578,Homeopathy is effective beyond placebo (context 57),science,rejected,0.646,hard,Cochrane reviews,2
SH_00579,Climate change is primarily human-caused (context 57),science,supported,0.689,expert,IPCC reports,4
SH_00580,Cold weather causes the common cold (context 57),science,rejected,0.648,easy,Virology research,3
SH_00581,Quantum entanglement enables faster-than-light communication (context 58),science,rejected,0.891,hard,Physics papers,2
SH_00582,CRISPR can cure genetic diseases in humans (context 58),science,undecided,0.745,expert,Clinical trials,1
SH_00583,Dark matter accounts for 27% of the universe (context 58),science,supported,0.622,easy,Astrophysics data,3
SH_00584,Vaccines cause autism (context 58),science,rejected,0.631,medium,Epidemiological studies,3
SH_00585,Exercise reduces risk of heart disease (context 58),science,supported,0.909,hard,Meta-analyses,3
SH_00586,GMOs are harmful to human health (context 58),science,rejected,0.56,expert,FDA studies,3
SH_00587,Meditation reduces cortisol levels (context 58),science,supported,0.79,easy,Clinical studies,4
SH_00588,Homeopathy is effective beyond placebo (context 58),science,rejected,0.703,medium,Cochrane reviews,3
SH_00589,Climate change is primarily human-caused (context 58),science,supported,0.86,hard,IPCC reports,1
SH_00590,Cold weather causes the common cold (context 58),science,rejected,0.893,expert,Virology research,4
SH_00591,Quantum entanglement enables faster-than-light communication (context 59),science,rejected,0.654,medium,Physics papers,1
SH_00592,CRISPR can cure genetic diseases in humans (context 59),science,undecided,0.758,hard,Clinical trials,2
SH_00593,Dark matter accounts for 27% of the universe (context 59),science,supported,0.559,expert,Astrophysics data,2
SH_00594,Vaccines cause autism (context 59),science,rejected,0.824,easy,Epidemiological studies,2
SH_00595,Exercise reduces risk of heart disease (context 59),science,supported,0.782,medium,Meta-analyses,2
SH_00596,GMOs are harmful to human health (context 59),science,rejected,0.643,hard,FDA studies,3
SH_00597,Meditation reduces cortisol levels (context 59),science,supported,0.883,expert,Clinical studies,2
SH_00598,Homeopathy is effective beyond placebo (context 59),science,rejected,0.624,easy,Cochrane reviews,3
SH_00599,Climate change is primarily human-caused (context 59),science,supported,0.763,medium,IPCC reports,2
SH_00600,Cold weather causes the common cold (context 59),science,rejected,0.674,hard,Virology research,3
