id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
FC_00001,The Earth is round,general,supported,0.7457245325549323,easy,Scientific consensus; textbook references,3
FC_00250,The Amazon is the longest river in the world - variation 24,general,rejected,0.6025128602913604,easy,Scientific consensus; textbook references,1
FC_00251,The Earth is round - variation 25,general,supported,0.718322244939307,medium,Scientific consensus; textbook references,1
FC_00252,Water boils at 100°C at sea level - variation 25,general,supported,0.6047131071621921,medium,Scientific consensus; textbook references,3
FC_00253,The Great Wall of China is visible from space - variation 25,general,rejected,0.803773632825299,medium,Scientific consensus; textbook references,1
FC_00254,Humans use only 10% of their brain - variation 25,general,rejected,0.6698804445349023,medium,Scientific consensus; textbook references,1
FC_00255,Lightning never strikes the same place twice - variation 25,general,rejected,0.8966206766867595,medium,Scientific consensus; textbook references,3
FC_00256,The Sun is a star - variation 25,general,supported,0.7337159684366958,medium,Scientific consensus; textbook references,2
FC_00257,Goldfish have a 3-second memory - variation 25,general,rejected,0.7553582977230924,medium,Scientific consensus; textbook references,2
FC_00258,Bats are blind - variation 25,general,rejected,0.6815760048340322,medium,Scientific consensus; textbook references,1
FC_00259,Mount Everest is the tallest mountain on Earth - variation 25,general,supported,0.6293546005099774,medium,Scientific consensus; textbook references,1
FC_00260,The Amazon is the longest river in the world - variation 25,general,rejected,0.6715110446458117,medium,Scientific consensus; textbook references,1
FC_00261,The Earth is round - variation 26,general,supported,0.8672978171294701,hard,Scientific consensus; textbook references,3
FC_00262,Water boils at 100°C at sea level - variation 26,general,supported,0.694792995001228,hard,Scientific consensus; textbook references,2
FC_00263,The Great Wall of China is visible from space - variation 26,general,rejected,0.688852727033935,hard,Scientific consensus; textbook references,1
FC_00264,Humans use only 10% of their brain - variation 26,general,rejected,0.930184558098472,hard,Scientific consensus; textbook references,3
FC_00265,Lightning never strikes the same place twice - variation 26,general,rejected,0.9383991474656346,hard,Scientific consensus; textbook references,3
FC_00266,The Sun is a star - variation 26,general,supported,0.6528330901898309,hard,Scientific consensus; textbook references,3
FC_00267,Goldfish have a 3-second memory - variation 26,general,rejected,0.869495384930294,hard,Scientific consensus; textbook references,1
FC_00268,Bats are blind - variation 26,general,rejected,0.727309109082277,hard,Scientific consensus; textbook references,1
FC_00269,Mount Everest is the tallest mountain on Earth - variation 26,general,supported,0.7540464845226944,hard,Scientific consensus; textbook references,3
FC_00270,The Amazon is the longest river in the world - variation 26,general,rejected,0.8686732626706647,hard,Scientific consensus; textbook references,3
FC_00271,The Earth is round - variation 27,general,supported,0.7631708795777039,expert,Scientific consensus; textbook references,3
FC_00272,Water boils at 100°C at sea level - variation 27,general,supported,0.9021009295753462,expert,Scientific consensus; textbook references,1
FC_00273,The Great Wall of China is visible from space - variation 27,general,rejected,0.8251910327739391,expert,Scientific consensus; textbook references,2
FC_00274,Humans use only 10% of their brain - variation 27,general,rejected,0.9397030968877595,expert,Scientific consensus; textbook references,1
FC_00275,Lightning never strikes the same place twice - variation 27,general,rejected,0.7843348420421625,expert,Scientific consensus; textbook references,1
FC_00276,The Sun is a star - variation 27,general,supported,0.6694296670552083,expert,Scientific consensus; textbook references,1
FC_00277,Goldfish have a 3-second memory - variation 27,general,rejected,0.6700738264604561,expert,Scientific consensus; textbook references,3
FC_00278,Bats are blind - variation 27,general,rejected,0.6208424776249212,expert,Scientific consensus; textbook references,3
FC_00279,Mount Everest is the tallest mountain on Earth - variation 27,general,supported,0.9422869141724749,expert,Scientific consensus; textbook references,1
FC_00280,The Amazon is the longest river in the world - variation 27,general,rejected,0.8732313181961227,expert,Scientific consensus; textbook references,2
FC_00281,The Earth is round - variation 28,general,supported,0.7788336546377111,easy,Scientific consensus; textbook references,3
FC_00282,Water boils at 100°C at sea level - variation 28,general,supported,0.8763652656829475,easy,Scientific consensus; textbook references,2
FC_00283,The Great Wall of China is visible from space - variation 28,general,rejected,0.9079846568436283,easy,Scientific consensus; textbook references,2
FC_00284,Humans use only 10% of their brain - variation 28,general,rejected,0.7855295852651791,easy,Scientific consensus; textbook references,3
FC_00285,Lightning never strikes the same place twice - variation 28,general,rejected,0.7640244470289801,easy,Scientific consensus; textbook references,2
FC_00286,The Sun is a star - variation 28,general,supported,0.8867160086198254,easy,Scientific consensus; textbook references,1
FC_00287,Goldfish have a 3-second memory - variation 28,general,rejected,0.7054743978868303,easy,Scientific consensus; textbook references,2
FC_00288,Bats are blind - variation 28,general,rejected,0.6200853528067182,easy,Scientific consensus; textbook references,3
FC_00289,Mount Everest is the tallest mountain on Earth - variation 28,general,supported,0.8022946553097821,easy,Scientific consensus; textbook references,3
FC_00290,The Amazon is the longest river in the world - variation 28,general,rejected,0.7943438612160012,easy,Scientific consensus; textbook references,3
FC_00291,The Earth is round - variation 29,general,supported,0.9009786651295256,medium,Scientific consensus; textbook references,1
FC_00292,Water boils at 100°C at sea level - variation 29,general,supported,0.6744673344208657,medium,Scientific consensus; textbook references,2
FC_00293,The Great Wall of China is visible from space - variation 29,general,rejected,0.9131535809140773,medium,Scientific consensus; textbook references,3
FC_00294,Humans use only 10% of their brain - variation 29,general,rejected,0.7058452989916986,medium,Scientific consensus; textbook references,2
FC_00295,Lightning never strikes the same place twice - variation 29,general,rejected,0.7430167008991825,medium,Scientific consensus; textbook references,3
FC_00296,The Sun is a star - variation 29,general,supported,0.8028613992546919,medium,Scientific consensus; textbook references,1
FC_00297,Goldfish have a 3-second memory - variation 29,general,rejected,0.8908621654368449,medium,Scientific consensus; textbook references,2
FC_00298,Bats are blind - variation 29,general,rejected,0.7774816303392973,medium,Scientific consensus; textbook references,2
FC_00299,Mount Everest is the tallest mountain on Earth - variation 29,general,supported,0.7753429227529015,medium,Scientific consensus; textbook references,2
FC_00300,The Amazon is the longest river in the world - variation 29,general,rejected,0.65345117939995,medium,Scientific consensus; textbook references,1
FC_00301,The Earth is round - variation 30,general,supported,0.8153254430663842,hard,Scientific consensus; textbook references,1
FC_00302,Water boils at 100°C at sea level - variation 30,general,supported,0.7371098283869053,hard,Scientific consensus; textbook references,3
FC_00303,The Great Wall of China is visible from space - variation 30,general,rejected,0.8223295299264703,hard,Scientific consensus; textbook references,2
FC_00304,Humans use only 10% of their brain - variation 30,general,rejected,0.8418679205089318,hard,Scientific consensus; textbook references,1
FC_00305,Lightning never strikes the same place twice - variation 30,general,rejected,0.612907217495543,hard,Scientific consensus; textbook references,2
FC_00306,The Sun is a star - variation 30,general,supported,0.6516715187609728,hard,Scientific consensus; textbook references,3
FC_00307,Goldfish have a 3-second memory - variation 30,general,rejected,0.8129630747110217,hard,Scientific consensus; textbook references,1
FC_00308,Bats are blind - variation 30,general,rejected,0.8711139809357809,hard,Scientific consensus; textbook references,1
FC_00309,Mount Everest is the tallest mountain on Earth - variation 30,general,supported,0.9040865888117217,hard,Scientific consensus; textbook references,2
FC_00310,The Amazon is the longest river in the world - variation 30,general,rejected,0.790064649057397,hard,Scientific consensus; textbook references,3
FC_00311,The Earth is round - variation 31,general,supported,0.6641524540455463,expert,Scientific consensus; textbook references,2
FC_00312,Water boils at 100°C at sea level - variation 31,general,supported,0.7819881538036823,expert,Scientific consensus; textbook references,3
FC_00313,The Great Wall of China is visible from space - variation 31,general,rejected,0.7658315343527299,expert,Scientific consensus; textbook references,1
FC_00314,Humans use only 10% of their brain - variation 31,general,rejected,0.7199078704676388,expert,Scientific consensus; textbook references,2
FC_00315,Lightning never strikes the same place twice - variation 31,general,rejected,0.7737604151571551,expert,Scientific consensus; textbook references,1
FC_00316,The Sun is a star - variation 31,general,supported,0.9034372266034814,expert,Scientific consensus; textbook references,2
FC_00317,Goldfish have a 3-second memory - variation 31,general,rejected,0.6749879181307927,expert,Scientific consensus; textbook references,1
FC_00318,Bats are blind - variation 31,general,rejected,0.7979159831128726,expert,Scientific consensus; textbook references,3
FC_00319,Mount Everest is the tallest mountain on Earth - variation 31,general,supported,0.9415419551612543,expert,Scientific consensus; textbook references,2
FC_00320,The Amazon is the longest river in the world - variation 31,general,rejected,0.6645425074203849,expert,Scientific consensus; textbook references,2
FC_00321,The Earth is round - variation 32,general,supported,0.7800593374418614,easy,Scientific consensus; textbook references,2
FC_00322,Water boils at 100°C at sea level - variation 32,general,supported,0.8798363434063223,easy,Scientific consensus; textbook references,1
FC_00323,The Great Wall of China is visible from space - variation 32,general,rejected,0.9006577125078272,easy,Scientific consensus; textbook references,2
FC_00324,Humans use only 10% of their brain - variation 32,general,rejected,0.8734268356119642,easy,Scientific consensus; textbook references,1
FC_00325,Lightning never strikes the same place twice - variation 32,general,rejected,0.8702494851716631,easy,Scientific consensus; textbook references,1
FC_00326,The Sun is a star - variation 32,general,supported,0.8927453418888169,easy,Scientific consensus; textbook references,1
FC_00327,Goldfish have a 3-second memory - variation 32,general,rejected,0.6112766140179983,easy,Scientific consensus; textbook references,2
FC_00328,Bats are blind - variation 32,general,rejected,0.7468180063636063,easy,Scientific consensus; textbook references,3
FC_00329,Mount Everest is the tallest mountain on Earth - variation 32,general,supported,0.6150555419229725,easy,Scientific consensus; textbook references,3
FC_00330,The Amazon is the longest river in the world - variation 32,general,rejected,0.6969273968780684,easy,Scientific consensus; textbook references,3
FC_00331,The Earth is round - variation 33,general,supported,0.7626409383105001,medium,Scientific consensus; textbook references,1
FC_00332,Water boils at 100°C at sea level - variation 33,general,supported,0.6139065943909485,medium,Scientific consensus; textbook references,1
FC_00333,The Great Wall of China is visible from space - variation 33,general,rejected,0.6495457899609868,medium,Scientific consensus; textbook references,2
FC_00334,Humans use only 10% of their brain - variation 33,general,rejected,0.7031448636603833,medium,Scientific consensus; textbook references,1
FC_00335,Lightning never strikes the same place twice - variation 33,general,rejected,0.7317533544022701,medium,Scientific consensus; textbook references,1
FC_00336,The Sun is a star - variation 33,general,supported,0.9164511157475504,medium,Scientific consensus; textbook references,2
FC_00337,Goldfish have a 3-second memory - variation 33,general,rejected,0.7766887507675067,medium,Scientific consensus; textbook references,1
FC_00338,Bats are blind - variation 33,general,rejected,0.8983621373152944,medium,Scientific consensus; textbook references,2
FC_00339,Mount Everest is the tallest mountain on Earth - variation 33,general,supported,0.8375876620083356,medium,Scientific consensus; textbook references,2
FC_00340,The Amazon is the longest river in the world - variation 33,general,rejected,0.6416726908012991,medium,Scientific consensus; textbook references,1
FC_00341,The Earth is round - variation 34,general,supported,0.6635087982678164,hard,Scientific consensus; textbook references,2
FC_00342,Water boils at 100°C at sea level - variation 34,general,supported,0.6656427867548007,hard,Scientific consensus; textbook references,1
FC_00343,The Great Wall of China is visible from space - variation 34,general,rejected,0.7074493180826413,hard,Scientific consensus; textbook references,3
FC_00344,Humans use only 10% of their brain - variation 34,general,rejected,0.8582829234725528,hard,Scientific consensus; textbook references,1
FC_00345,Lightning never strikes the same place twice - variation 34,general,rejected,0.6163198153762902,hard,Scientific consensus; textbook references,3
FC_00346,The Sun is a star - variation 34,general,supported,0.7107657748219289,hard,Scientific consensus; textbook references,1
FC_00347,Goldfish have a 3-second memory - variation 34,general,rejected,0.8513225949660836,hard,Scientific consensus; textbook references,3
FC_00348,Bats are blind - variation 34,general,rejected,0.6284523322351203,hard,Scientific consensus; textbook references,1
FC_00349,Mount Everest is the tallest mountain on Earth - variation 34,general,supported,0.7506615415627311,hard,Scientific consensus; textbook references,2
FC_00350,The Amazon is the longest river in the world - variation 34,general,rejected,0.9408740196424361,hard,Scientific consensus; textbook references,1
FC_00351,The Earth is round - variation 35,general,supported,0.710094817065882,expert,Scientific consensus; textbook references,3
FC_00352,Water boils at 100°C at sea level - variation 35,general,supported,0.9184422809975885,expert,Scientific consensus; textbook references,3
FC_00353,The Great Wall of China is visible from space - variation 35,general,rejected,0.7495851398969611,expert,Scientific consensus; textbook references,2
FC_00354,Humans use only 10% of their brain - variation 35,general,rejected,0.6613528396980745,expert,Scientific consensus; textbook references,2
FC_00355,Lightning never strikes the same place twice - variation 35,general,rejected,0.8669801644369672,expert,Scientific consensus; textbook references,2
FC_00356,The Sun is a star - variation 35,general,supported,0.8214221238014554,expert,Scientific consensus; textbook references,2
FC_00357,Goldfish have a 3-second memory - variation 35,general,rejected,0.8748330202475938,expert,Scientific consensus; textbook references,1
FC_00358,Bats are blind - variation 35,general,rejected,0.726214466284353,expert,Scientific consensus; textbook references,3
FC_00359,Mount Everest is the tallest mountain on Earth - variation 35,general,supported,0.8119777080884587,expert,Scientific consensus; textbook references,3
FC_00360,The Amazon is the longest river in the world - variation 35,general,rejected,0.6650188239398829,expert,Scientific consensus; textbook references,3
FC_00361,The Earth is round - variation 36,general,supported,0.8850896346145176,easy,Scientific consensus; textbook references,3
FC_00362,Water boils at 100°C at sea level - variation 36,general,supported,0.7493827695497892,easy,Scientific consensus; textbook references,1
FC_00363,The Great Wall of China is visible from space - variation 36,general,rejected,0.645010189140168,easy,Scientific consensus; textbook references,2
FC_00364,Humans use only 10% of their brain - variation 36,general,rejected,0.8789570471545056,easy,Scientific consensus; textbook references,3
FC_00365,Lightning never strikes the same place twice - variation 36,general,rejected,0.8494253668450527,easy,Scientific consensus; textbook references,2
FC_00366,The Sun is a star - variation 36,general,supported,0.7337622655519866,easy,Scientific consensus; textbook references,1
FC_00367,Goldfish have a 3-second memory - variation 36,general,rejected,0.7456940751242501,easy,Scientific consensus; textbook references,1
FC_00368,Bats are blind - variation 36,general,rejected,0.8155898119374869,easy,Scientific consensus; textbook references,3
FC_00369,Mount Everest is the tallest mountain on Earth - variation 36,general,supported,0.7092474257579999,easy,Scientific consensus; textbook references,1
FC_00370,The Amazon is the longest river in the world - variation 36,general,rejected,0.8724472578029703,easy,Scientific consensus; textbook references,3
FC_00371,The Earth is round - variation 37,general,supported,0.9083380177265385,medium,Scientific consensus; textbook references,2
FC_00372,Water boils at 100°C at sea level - variation 37,general,supported,0.7705133604458343,medium,Scientific consensus; textbook references,2
FC_00373,The Great Wall of China is visible from space - variation 37,general,rejected,0.8850545965575978,medium,Scientific consensus; textbook references,3
FC_00374,Humans use only 10% of their brain - variation 37,general,rejected,0.9365465627546559,medium,Scientific consensus; textbook references,1
FC_00375,Lightning never strikes the same place twice - variation 37,general,rejected,0.8397729029992516,medium,Scientific consensus; textbook references,3
FC_00376,The Sun is a star - variation 37,general,supported,0.8421967987018306,medium,Scientific consensus; textbook references,1
FC_00377,Goldfish have a 3-second memory - variation 37,general,rejected,0.684741214095298,medium,Scientific consensus; textbook references,3
FC_00378,Bats are blind - variation 37,general,rejected,0.8778034553489882,medium,Scientific consensus; textbook references,3
FC_00379,Mount Everest is the tallest mountain on Earth - variation 37,general,supported,0.7972242521541767,medium,Scientific consensus; textbook references,3
FC_00380,The Amazon is the longest river in the world - variation 37,general,rejected,0.6558909681110154,medium,Scientific consensus; textbook references,2
FC_00381,The Earth is round - variation 38,general,supported,0.782638732060775,hard,Scientific consensus; textbook references,3
FC_00382,Water boils at 100°C at sea level - variation 38,general,supported,0.6007442656812886,hard,Scientific consensus; textbook references,2
FC_00383,The Great Wall of China is visible from space - variation 38,general,rejected,0.8736508239383145,hard,Scientific consensus; textbook references,1
FC_00384,Humans use only 10% of their brain - variation 38,general,rejected,0.7979222682596397,hard,Scientific consensus; textbook references,2
FC_00385,Lightning never strikes the same place twice - variation 38,general,rejected,0.7795108818168918,hard,Scientific consensus; textbook references,3
FC_00386,The Sun is a star - variation 38,general,supported,0.6162898787243317,hard,Scientific consensus; textbook references,2
FC_00387,Goldfish have a 3-second memory - variation 38,general,rejected,0.7251496164845112,hard,Scientific consensus; textbook references,2
FC_00388,Bats are blind - variation 38,general,rejected,0.8082699685309923,hard,Scientific consensus; textbook references,2
FC_00389,Mount Everest is the tallest mountain on Earth - variation 38,general,supported,0.7347199557761576,hard,Scientific consensus; textbook references,2
FC_00390,The Amazon is the longest river in the world - variation 38,general,rejected,0.746848103853438,hard,Scientific consensus; textbook references,3
FC_00391,The Earth is round - variation 39,general,supported,0.8551546762974057,expert,Scientific consensus; textbook references,2
FC_00392,Water boils at 100°C at sea level - variation 39,general,supported,0.6710297589423095,expert,Scientific consensus; textbook references,3
FC_00393,The Great Wall of China is visible from space - variation 39,general,rejected,0.8802475856188574,expert,Scientific consensus; textbook references,1
FC_00394,Humans use only 10% of their brain - variation 39,general,rejected,0.8351365206379068,expert,Scientific consensus; textbook references,1
FC_00395,Lightning never strikes the same place twice - variation 39,general,rejected,0.7711114490303658,expert,Scientific consensus; textbook references,2
FC_00396,The Sun is a star - variation 39,general,supported,0.6276126414966565,expert,Scientific consensus; textbook references,3
FC_00397,Goldfish have a 3-second memory - variation 39,general,rejected,0.6076352728648392,expert,Scientific consensus; textbook references,1
FC_00398,Bats are blind - variation 39,general,rejected,0.6985788285989115,expert,Scientific consensus; textbook references,2
FC_00399,Mount Everest is the tallest mountain on Earth - variation 39,general,supported,0.6098586806172437,expert,Scientific consensus; textbook references,3
FC_00400,The Amazon is the longest river in the world - variation 39,general,rejected,0.7035007454295084,expert,Scientific consensus; textbook references,2
FC_00401,The Earth is round - variation 40,general,supported,0.6589428366932765,easy,Scientific consensus; textbook references,1
FC_00402,Water boils at 100°C at sea level - variation 40,general,supported,0.7692421145599663,easy,Scientific consensus; textbook references,3
FC_00403,The Great Wall of China is visible from space - variation 40,general,rejected,0.7123411982337606,easy,Scientific consensus; textbook references,3
FC_00404,Humans use only 10% of their brain - variation 40,general,rejected,0.7853622805819516,easy,Scientific consensus; textbook references,3
FC_00405,Lightning never strikes the same place twice - variation 40,general,rejected,0.8476742424546206,easy,Scientific consensus; textbook references,3
FC_00406,The Sun is a star - variation 40,general,supported,0.674417456688284,easy,Scientific consensus; textbook references,3
FC_00407,Goldfish have a 3-second memory - variation 40,general,rejected,0.642979001311207,easy,Scientific consensus; textbook references,1
FC_00408,Bats are blind - variation 40,general,rejected,0.9296911752895585,easy,Scientific consensus; textbook references,2
FC_00409,Mount Everest is the tallest mountain on Earth - variation 40,general,supported,0.7582091997504461,easy,Scientific consensus; textbook references,1
FC_00410,The Amazon is the longest river in the world - variation 40,general,rejected,0.8773407331583079,easy,Scientific consensus; textbook references,1
FC_00411,The Earth is round - variation 41,general,supported,0.7699340976361283,medium,Scientific consensus; textbook references,2
FC_00412,Water boils at 100°C at sea level - variation 41,general,supported,0.6956822655131106,medium,Scientific consensus; textbook references,2
FC_00413,The Great Wall of China is visible from space - variation 41,general,rejected,0.6933330310864764,medium,Scientific consensus; textbook references,3
FC_00414,Humans use only 10% of their brain - variation 41,general,rejected,0.8042714400220596,medium,Scientific consensus; textbook references,3
FC_00415,Lightning never strikes the same place twice - variation 41,general,rejected,0.9311868119535484,medium,Scientific consensus; textbook references,2
FC_00416,The Sun is a star - variation 41,general,supported,0.818149606759401,medium,Scientific consensus; textbook references,2
FC_00417,Goldfish have a 3-second memory - variation 41,general,rejected,0.8344298858634347,medium,Scientific consensus; textbook references,3
FC_00418,Bats are blind - variation 41,general,rejected,0.6250119684863771,medium,Scientific consensus; textbook references,3
FC_00419,Mount Everest is the tallest mountain on Earth - variation 41,general,supported,0.6729160148102462,medium,Scientific consensus; textbook references,3
FC_00420,The Amazon is the longest river in the world - variation 41,general,rejected,0.6425308002007457,medium,Scientific consensus; textbook references,2
FC_00421,The Earth is round - variation 42,general,supported,0.9252545951982245,hard,Scientific consensus; textbook references,1
FC_00422,Water boils at 100°C at sea level - variation 42,general,supported,0.7992697991230912,hard,Scientific consensus; textbook references,3
FC_00423,The Great Wall of China is visible from space - variation 42,general,rejected,0.8618825709375117,hard,Scientific consensus; textbook references,1
FC_00424,Humans use only 10% of their brain - variation 42,general,rejected,0.8294227848985768,hard,Scientific consensus; textbook references,1
FC_00425,Lightning never strikes the same place twice - variation 42,general,rejected,0.9465810478640914,hard,Scientific consensus; textbook references,1
FC_00426,The Sun is a star - variation 42,general,supported,0.6048032718430034,hard,Scientific consensus; textbook references,2
FC_00427,Goldfish have a 3-second memory - variation 42,general,rejected,0.620952216935877,hard,Scientific consensus; textbook references,1
FC_00428,Bats are blind - variation 42,general,rejected,0.8033959243032777,hard,Scientific consensus; textbook references,3
FC_00429,Mount Everest is the tallest mountain on Earth - variation 42,general,supported,0.685320841864564,hard,Scientific consensus; textbook references,2
FC_00430,The Amazon is the longest river in the world - variation 42,general,rejected,0.9240492130594266,hard,Scientific consensus; textbook references,1
FC_00431,The Earth is round - variation 43,general,supported,0.8437027365144097,expert,Scientific consensus; textbook references,3
FC_00432,Water boils at 100°C at sea level - variation 43,general,supported,0.6169077696706041,expert,Scientific consensus; textbook references,2
FC_00433,The Great Wall of China is visible from space - variation 43,general,rejected,0.6827851706928696,expert,Scientific consensus; textbook references,2
FC_00434,Humans use only 10% of their brain - variation 43,general,rejected,0.6214380335491957,expert,Scientific consensus; textbook references,2
FC_00435,Lightning never strikes the same place twice - variation 43,general,rejected,0.708657420812068,expert,Scientific consensus; textbook references,2
FC_00436,The Sun is a star - variation 43,general,supported,0.8002457498127021,expert,Scientific consensus; textbook references,3
FC_00437,Goldfish have a 3-second memory - variation 43,general,rejected,0.9434445563450795,expert,Scientific consensus; textbook references,1
FC_00438,Bats are blind - variation 43,general,rejected,0.8270342373220625,expert,Scientific consensus; textbook references,1
FC_00439,Mount Everest is the tallest mountain on Earth - variation 43,general,supported,0.735217987410394,expert,Scientific consensus; textbook references,3
FC_00440,The Amazon is the longest river in the world - variation 43,general,rejected,0.9376503773834153,expert,Scientific consensus; textbook references,2
FC_00441,The Earth is round - variation 44,general,supported,0.619793373098019,easy,Scientific consensus; textbook references,1
FC_00442,Water boils at 100°C at sea level - variation 44,general,supported,0.6264287619141546,easy,Scientific consensus; textbook references,1
FC_00443,The Great Wall of China is visible from space - variation 44,general,rejected,0.6214794344852739,easy,Scientific consensus; textbook references,2
FC_00444,Humans use only 10% of their brain - variation 44,general,rejected,0.7807393959192525,easy,Scientific consensus; textbook references,3
FC_00445,Lightning never strikes the same place twice - variation 44,general,rejected,0.6251880672902906,easy,Scientific consensus; textbook references,2
FC_00446,The Sun is a star - variation 44,general,supported,0.8965075527685469,easy,Scientific consensus; textbook references,1
FC_00447,Goldfish have a 3-second memory - variation 44,general,rejected,0.9490125969832516,easy,Scientific consensus; textbook references,3
FC_00448,Bats are blind - variation 44,general,rejected,0.8401353612893285,easy,Scientific consensus; textbook references,2
FC_00449,Mount Everest is the tallest mountain on Earth - variation 44,general,supported,0.6989320147339496,easy,Scientific consensus; textbook references,1
FC_00450,The Amazon is the longest river in the world - variation 44,general,rejected,0.923852253270004,easy,Scientific consensus; textbook references,3
FC_00451,The Earth is round - variation 45,general,supported,0.7663509879286341,medium,Scientific consensus; textbook references,3
FC_00452,Water boils at 100°C at sea level - variation 45,general,supported,0.7698319022880004,medium,Scientific consensus; textbook references,2
FC_00453,The Great Wall of China is visible from space - variation 45,general,rejected,0.6779357217794929,medium,Scientific consensus; textbook references,3
FC_00454,Humans use only 10% of their brain - variation 45,general,rejected,0.8672267794059472,medium,Scientific consensus; textbook references,3
FC_00455,Lightning never strikes the same place twice - variation 45,general,rejected,0.6776322709685,medium,Scientific consensus; textbook references,2
FC_00456,The Sun is a star - variation 45,general,supported,0.899018183720439,medium,Scientific consensus; textbook references,1
FC_00457,Goldfish have a 3-second memory - variation 45,general,rejected,0.822892523733759,medium,Scientific consensus; textbook references,2
FC_00458,Bats are blind - variation 45,general,rejected,0.9462428206772757,medium,Scientific consensus; textbook references,2
FC_00459,Mount Everest is the tallest mountain on Earth - variation 45,general,supported,0.9003619771469025,medium,Scientific consensus; textbook references,1
FC_00460,The Amazon is the longest river in the world - variation 45,general,rejected,0.689669210815046,medium,Scientific consensus; textbook references,2
FC_00461,The Earth is round - variation 46,general,supported,0.771457683369801,hard,Scientific consensus; textbook references,3
FC_00462,Water boils at 100°C at sea level - variation 46,general,supported,0.6330468489939123,hard,Scientific consensus; textbook references,3
FC_00463,The Great Wall of China is visible from space - variation 46,general,rejected,0.6437589637025528,hard,Scientific consensus; textbook references,2
FC_00464,Humans use only 10% of their brain - variation 46,general,rejected,0.6148116331465681,hard,Scientific consensus; textbook references,2
FC_00465,Lightning never strikes the same place twice - variation 46,general,rejected,0.6659149061383948,hard,Scientific consensus; textbook references,2
FC_00466,The Sun is a star - variation 46,general,supported,0.6233351069012323,hard,Scientific consensus; textbook references,1
FC_00467,Goldfish have a 3-second memory - variation 46,general,rejected,0.769131851228213,hard,Scientific consensus; textbook references,2
FC_00468,Bats are blind - variation 46,general,rejected,0.8152622984840353,hard,Scientific consensus; textbook references,2
FC_00469,Mount Everest is the tallest mountain on Earth - variation 46,general,supported,0.80921866976424,hard,Scientific consensus; textbook references,3
FC_00470,The Amazon is the longest river in the world - variation 46,general,rejected,0.6159097513924715,hard,Scientific consensus; textbook references,2
FC_00471,The Earth is round - variation 47,general,supported,0.9344822094739755,expert,Scientific consensus; textbook references,2
FC_00472,Water boils at 100°C at sea level - variation 47,general,supported,0.6284477267701966,expert,Scientific consensus; textbook references,3
FC_00473,The Great Wall of China is visible from space - variation 47,general,rejected,0.6338090776462809,expert,Scientific consensus; textbook references,2
FC_00474,Humans use only 10% of their brain - variation 47,general,rejected,0.6112546775642189,expert,Scientific consensus; textbook references,1
FC_00475,Lightning never strikes the same place twice - variation 47,general,rejected,0.6519402795904543,expert,Scientific consensus; textbook references,2
FC_00476,The Sun is a star - variation 47,general,supported,0.6650292271937924,expert,Scientific consensus; textbook references,1
FC_00477,Goldfish have a 3-second memory - variation 47,general,rejected,0.6406865273819256,expert,Scientific consensus; textbook references,2
FC_00478,Bats are blind - variation 47,general,rejected,0.6682302053536154,expert,Scientific consensus; textbook references,1
FC_00479,Mount Everest is the tallest mountain on Earth - variation 47,general,supported,0.6582571855357624,expert,Scientific consensus; textbook references,2
FC_00480,The Amazon is the longest river in the world - variation 47,general,rejected,0.8692250200182389,expert,Scientific consensus; textbook references,1
FC_00481,The Earth is round - variation 48,general,supported,0.7671452835436372,easy,Scientific consensus; textbook references,2
FC_00482,Water boils at 100°C at sea level - variation 48,general,supported,0.8730701784285523,easy,Scientific consensus; textbook references,1
FC_00483,The Great Wall of China is visible from space - variation 48,general,rejected,0.6053323896735805,easy,Scientific consensus; textbook references,1
FC_00484,Humans use only 10% of their brain - variation 48,general,rejected,0.8489530801691783,easy,Scientific consensus; textbook references,1
FC_00485,Lightning never strikes the same place twice - variation 48,general,rejected,0.8696022637564094,easy,Scientific consensus; textbook references,3
FC_00486,The Sun is a star - variation 48,general,supported,0.7069928847446366,easy,Scientific consensus; textbook references,3
FC_00487,Goldfish have a 3-second memory - variation 48,general,rejected,0.9068199283728033,easy,Scientific consensus; textbook references,2
FC_00488,Bats are blind - variation 48,general,rejected,0.6977299620957946,easy,Scientific consensus; textbook references,2
FC_00489,Mount Everest is the tallest mountain on Earth - variation 48,general,supported,0.8343587173068838,easy,Scientific consensus; textbook references,1
FC_00490,The Amazon is the longest river in the world - variation 48,general,rejected,0.9313283896287643,easy,Scientific consensus; textbook references,2
FC_00491,The Earth is round - variation 49,general,supported,0.8765356385204479,medium,Scientific consensus; textbook references,2
FC_00492,Water boils at 100°C at sea level - variation 49,general,supported,0.743851962599708,medium,Scientific consensus; textbook references,3
FC_00493,The Great Wall of China is visible from space - variation 49,general,rejected,0.605880223711365,medium,Scientific consensus; textbook references,1
FC_00494,Humans use only 10% of their brain - variation 49,general,rejected,0.6569028367248183,medium,Scientific consensus; textbook references,2
FC_00495,Lightning never strikes the same place twice - variation 49,general,rejected,0.875072556001631,medium,Scientific consensus; textbook references,1
FC_00496,The Sun is a star - variation 49,general,supported,0.6133502784312007,medium,Scientific consensus; textbook references,2
FC_00497,Goldfish have a 3-second memory - variation 49,general,rejected,0.7170128067048573,medium,Scientific consensus; textbook references,2
FC_00498,Bats are blind - variation 49,general,rejected,0.6080650492707121,medium,Scientific consensus; textbook references,2
