id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
TC_00304,SSDs are more reliable than HDDs (context 30),technology,supported,0.63,medium,Failure rate data,2
TC_00305,5G networks pose health risks (context 30),technology,rejected,0.831,hard,WHO/FCC studies,3
TC_00306,Open source software is more secure (context 30),technology,undecided,0.601,expert,CVE analysis,1
TC_00307,Machine learning models are biased (context 30),technology,supported,0.649,easy,Fairness audits,3
TC_00308,Quantum computers will break encryption by 2030 (context 30),technology,undecided,0.783,medium,Expert forecasts,2
TC_00309,Electric vehicles are better for the environment (context 30),technology,supported,0.799,hard,Lifecycle analysis,1
TC_00310,NoSQL databases scale better than SQL (context 30),technology,undecided,0.738,expert,Architecture comparison,2
TC_00311,Python is faster than C++ (context 31),technology,rejected,0.756,medium,Benchmark data,4
TC_00312,Cloud computing is more secure than on-premises (context 31),technology,undecided,0.744,hard,Security audits,4
TC_00313,React outperforms Angular for large applications (context 31),technology,undecided,0.9,expert,Performance tests,4
TC_00314,SSDs are more reliable than HDDs (context 31),technology,supported,0.826,easy,Failure rate data,2
TC_00315,5G networks pose health risks (context 31),technology,rejected,0.912,medium,WHO/FCC studies,3
TC_00316,Open source software is more secure (context 31),technology,undecided,0.73,hard,CVE analysis,1
TC_00317,Machine learning models are biased (context 31),technology,supported,0.7,expert,Fairness audits,4
TC_00318,Quantum computers will break encryption by 2030 (context 31),technology,undecided,0.611,easy,Expert forecasts,3
TC_00319,Electric vehicles are better for the environment (context 31),technology,supported,0.831,medium,Lifecycle analysis,4
TC_00320,NoSQL databases scale better than SQL (context 31),technology,undecided,0.852,hard,Architecture comparison,2
TC_00321,Python is faster than C++ (context 32),technology,rejected,0.819,easy,Benchmark data,1
TC_00322,Cloud computing is more secure than on-premises (context 32),technology,undecided,0.947,medium,Security audits,4
TC_00323,React outperforms Angular for large applications (context 32),technology,undecided,0.69,hard,Performance tests,4
TC_00324,SSDs are more reliable than HDDs (context 32),technology,supported,0.659,expert,Failure rate data,4
TC_00325,5G networks pose health risks (context 32),technology,rejected,0.843,easy,WHO/FCC studies,4
TC_00326,Open source software is more secure (context 32),technology,undecided,0.898,medium,CVE analysis,2
TC_00327,Machine learning models are biased (context 32),technology,supported,0.865,hard,Fairness audits,2
TC_00328,Quantum computers will break encryption by 2030 (context 32),technology,undecided,0.768,expert,Expert forecasts,3
TC_00329,Electric vehicles are better for the environment (context 32),technology,supported,0.898,easy,Lifecycle analysis,1
TC_00330,NoSQL databases scale better than SQL (context 32),technology,undecided,0.633,medium,Architecture comparison,4
TC_00331,Python is faster than C++ (context 33),technology,rejected,0.924,expert,Benchmark data,1
TC_00332,Cloud computing is more secure than on-premises (context 33),technology,undecided,0.913,easy,Security audits,1
TC_00333,React outperforms Angular for large applications (context 33),technology,undecided,0.803,medium,Performance tests,2
TC_00334,SSDs are more reliable than HDDs (context 33),technology,supported,0.582,hard,Failure rate data,2
TC_00335,5G networks pose health risks (context 33),technology,rejected,0.948,expert,WHO/FCC studies,2
TC_00336,Open source software is more secure (context 33),technology,undecided,0.864,easy,CVE analysis,3
TC_00337,Machine learning models are biased (context 33),technology,supported,0.722,medium,Fairness audits,3
TC_00338,Quantum computers will break encryption by 2030 (context 33),technology,undecided,0.579,hard,Expert forecasts,2
TC_00339,Electric vehicles are better for the environment (context 33),technology,supported,0.886,expert,Lifecycle analysis,2
TC_00340,NoSQL databases scale better than SQL (context 33),technology,undecided,0.866,easy,Architecture comparison,2
TC_00341,Python is faster than C++ (context 34),technology,rejected,0.664,hard,Benchmark data,4
TC_00342,Cloud computing is more secure than on-premises (context 34),technology,undecided,0.867,expert,Security audits,4
TC_00343,React outperforms Angular for large applications (context 34),technology,undecided,0.714,easy,Performance tests,1
TC_00344,SSDs are more reliable than HDDs (context 34),technology,supported,0.874,medium,Failure rate data,3
TC_00345,5G networks pose health risks (context 34),technology,rejected,0.945,hard,WHO/FCC studies,4
TC_00346,Open source software is more secure (context 34),technology,undecided,0.553,expert,CVE analysis,4
TC_00347,Machine learning models are biased (context 34),technology,supported,0.779,easy,Fairness audits,3
TC_00348,Quantum computers will break encryption by 2030 (context 34),technology,undecided,0.662,medium,Expert forecasts,2
TC_00349,Electric vehicles are better for the environment (context 34),technology,supported,0.93,hard,Lifecycle analysis,4
TC_00350,NoSQL databases scale better than SQL (context 34),technology,undecided,0.715,expert,Architecture comparison,1
TC_00351,Python is faster than C++ (context 35),technology,rejected,0.69,medium,Benchmark data,2
TC_00352,Cloud computing is more secure than on-premises (context 35),technology,undecided,0.597,hard,Security audits,2
TC_00353,React outperforms Angular for large applications (context 35),technology,undecided,0.669,expert,Performance tests,1
TC_00354,SSDs are more reliable than HDDs (context 35),technology,supported,0.837,easy,Failure rate data,4
TC_00355,5G networks pose health risks (context 35),technology,rejected,0.88,medium,WHO/FCC studies,3
TC_00356,Open source software is more secure (context 35),technology,undecided,0.565,hard,CVE analysis,4
TC_00357,Machine learning models are biased (context 35),technology,supported,0.796,expert,Fairness audits,4
TC_00358,Quantum computers will break encryption by 2030 (context 35),technology,undecided,0.629,easy,Expert forecasts,2
TC_00359,Electric vehicles are better for the environment (context 35),technology,supported,0.715,medium,Lifecycle analysis,3
TC_00360,NoSQL databases scale better than SQL (context 35),technology,undecided,0.721,hard,Architecture comparison,4
TC_00361,Python is faster than C++ (context 36),technology,rejected,0.691,easy,Benchmark data,1
TC_00362,Cloud computing is more secure than on-premises (context 36),technology,undecided,0.583,medium,Security audits,1
TC_00363,React outperforms Angular for large applications (context 36),technology,undecided,0.888,hard,Performance tests,2
TC_00364,SSDs are more reliable than HDDs (context 36),technology,supported,0.609,expert,Failure rate data,3
TC_00365,5G networks pose health risks (context 36),technology,rejected,0.948,easy,WHO/FCC studies,2
TC_00366,Open source software is more secure (context 36),technology,undecided,0.602,medium,CVE analysis,3
TC_00367,Machine learning models are biased (context 36),technology,supported,0.693,hard,Fairness audits,2
TC_00368,Quantum computers will break encryption by 2030 (context 36),technology,undecided,0.695,expert,Expert forecasts,4
TC_00369,Electric vehicles are better for the environment (context 36),technology,supported,0.77,easy,Lifecycle analysis,4
TC_00370,NoSQL databases scale better than SQL (context 36),technology,undecided,0.751,medium,Architecture comparison,3
TC_00371,Python is faster than C++ (context 37),technology,rejected,0.754,expert,Benchmark data,1
TC_00372,Cloud computing is more secure than on-premises (context 37),technology,undecided,0.835,easy,Security audits,2
TC_00373,React outperforms Angular for large applications (context 37),technology,undecided,0.941,medium,Performance tests,2
TC_00374,SSDs are more reliable than HDDs (context 37),technology,supported,0.916,hard,Failure rate data,4
TC_00375,5G networks pose health risks (context 37),technology,rejected,0.577,expert,WHO/FCC studies,4
TC_00376,Open source software is more secure (context 37),technology,undecided,0.671,easy,CVE analysis,3
TC_00377,Machine learning models are biased (context 37),technology,supported,0.568,medium,Fairness audits,4
TC_00378,Quantum computers will break encryption by 2030 (context 37),technology,undecided,0.782,hard,Expert forecasts,1
TC_00379,Electric vehicles are better for the environment (context 37),technology,supported,0.682,expert,Lifecycle analysis,1
TC_00380,NoSQL databases scale better than SQL (context 37),technology,undecided,0.595,easy,Architecture comparison,2
TC_00381,Python is faster than C++ (context 38),technology,rejected,0.846,hard,Benchmark data,3
TC_00382,Cloud computing is more secure than on-premises (context 38),technology,undecided,0.892,expert,Security audits,2
TC_00383,React outperforms Angular for large applications (context 38),technology,undecided,0.755,easy,Performance tests,1
TC_00384,SSDs are more reliable than HDDs (context 38),technology,supported,0.69,medium,Failure rate data,4
TC_00385,5G networks pose health risks (context 38),technology,rejected,0.77,hard,WHO/FCC studies,1
TC_00386,Open source software is more secure (context 38),technology,undecided,0.865,expert,CVE analysis,3
TC_00387,Machine learning models are biased (context 38),technology,supported,0.708,easy,Fairness audits,1
TC_00388,Quantum computers will break encryption by 2030 (context 38),technology,undecided,0.677,medium,Expert forecasts,4
TC_00389,Electric vehicles are better for the environment (context 38),technology,supported,0.9,hard,Lifecycle analysis,4
TC_00390,NoSQL databases scale better than SQL (context 38),technology,undecided,0.909,expert,Architecture comparison,4
TC_00391,Python is faster than C++ (context 39),technology,rejected,0.918,medium,Benchmark data,1
TC_00392,Cloud computing is more secure than on-premises (context 39),technology,undecided,0.591,hard,Security audits,3
TC_00393,React outperforms Angular for large applications (context 39),technology,undecided,0.927,expert,Performance tests,2
TC_00394,SSDs are more reliable than HDDs (context 39),technology,supported,0.7,easy,Failure rate data,3
TC_00395,5G networks pose health risks (context 39),technology,rejected,0.75,medium,WHO/FCC studies,4
TC_00396,Open source software is more secure (context 39),technology,undecided,0.863,hard,CVE analysis,3
TC_00397,Machine learning models are biased (context 39),technology,supported,0.712,expert,Fairness audits,3
TC_00398,Quantum computers will break encryption by 2030 (context 39),technology,undecided,0.763,easy,Expert forecasts,3
TC_00399,Electric vehicles are better for the environment (context 39),technology,supported,0.606,medium,Lifecycle analysis,1
TC_00400,NoSQL databases scale better than SQL (context 39),technology,undecided,0.571,hard,Architecture comparison,4
TC_00401,Python is faster than C++ (context 40),technology,rejected,0.69,easy,Benchmark data,1
TC_00402,Cloud computing is more secure than on-premises (context 40),technology,undecided,0.711,medium,Security audits,2
TC_00403,React outperforms Angular for large applications (context 40),technology,undecided,0.708,hard,Performance tests,4
TC_00404,SSDs are more reliable than HDDs (context 40),technology,supported,0.639,expert,Failure rate data,3
TC_00405,5G networks pose health risks (context 40),technology,rejected,0.83,easy,WHO/FCC studies,4
TC_00406,Open source software is more secure (context 40),technology,undecided,0.703,medium,CVE analysis,3
TC_00407,Machine learning models are biased (context 40),technology,supported,0.912,hard,Fairness audits,1
TC_00408,Quantum computers will break encryption by 2030 (context 40),technology,undecided,0.75,expert,Expert forecasts,1
TC_00409,Electric vehicles are better for the environment (context 40),technology,supported,0.659,easy,Lifecycle analysis,3
TC_00410,NoSQL databases scale better than SQL (context 40),technology,undecided,0.817,medium,Architecture comparison,1
TC_00411,Python is faster than C++ (context 41),technology,rejected,0.798,expert,Benchmark data,2
TC_00412,Cloud computing is more secure than on-premises (context 41),technology,undecided,0.825,easy,Security audits,1
TC_00413,React outperforms Angular for large applications (context 41),technology,undecided,0.59,medium,Performance tests,2
TC_00414,SSDs are more reliable than HDDs (context 41),technology,supported,0.598,hard,Failure rate data,2
TC_00415,5G networks pose health risks (context 41),technology,rejected,0.926,expert,WHO/FCC studies,4
TC_00416,Open source software is more secure (context 41),technology,undecided,0.725,easy,CVE analysis,3
TC_00417,Machine learning models are biased (context 41),technology,supported,0.944,medium,Fairness audits,3
TC_00418,Quantum computers will break encryption by 2030 (context 41),technology,undecided,0.782,hard,Expert forecasts,4
TC_00419,Electric vehicles are better for the environment (context 41),technology,supported,0.598,expert,Lifecycle analysis,3
TC_00420,NoSQL databases scale better than SQL (context 41),technology,undecided,0.736,easy,Architecture comparison,2
TC_00421,Python is faster than C++ (context 42),technology,rejected,0.833,hard,Benchmark data,2
TC_00422,Cloud computing is more secure than on-premises (context 42),technology,undecided,0.631,expert,Security audits,1
TC_00423,React outperforms Angular for large applications (context 42),technology,undecided,0.693,easy,Performance tests,4
TC_00424,SSDs are more reliable than HDDs (context 42),technology,supported,0.922,medium,Failure rate data,2
TC_00425,5G networks pose health risks (context 42),technology,rejected,0.574,hard,WHO/FCC studies,1
TC_00426,Open source software is more secure (context 42),technology,undecided,0.74,expert,CVE analysis,1
TC_00427,Machine learning models are biased (context 42),technology,supported,0.616,easy,Fairness audits,4
TC_00428,Quantum computers will break encryption by 2030 (context 42),technology,undecided,0.7,medium,Expert forecasts,3
TC_00429,Electric vehicles are better for the environment (context 42),technology,supported,0.858,hard,Lifecycle analysis,3
TC_00430,NoSQL databases scale better than SQL (context 42),technology,undecided,0.724,expert,Architecture comparison,1
TC_00431,Python is faster than C++ (context 43),technology,rejected,0.763,medium,Benchmark data,2
TC_00432,Cloud computing is more secure than on-premises (context 43),technology,undecided,0.916,hard,Security audits,3
TC_00433,React outperforms Angular for large applications (context 43),technology,undecided,0.644,expert,Performance tests,2
TC_00434,SSDs are more reliable than HDDs (context 43),technology,supported,0.949,easy,Failure rate data,1
TC_00435,5G networks pose health risks (context 43),technology,rejected,0.746,medium,WHO/FCC studies,3
TC_00436,Open source software is more secure (context 43),technology,undecided,0.624,hard,CVE analysis,1
TC_00437,Machine learning models are biased (context 43),technology,supported,0.848,expert,Fairness audits,4
TC_00438,Quantum computers will break encryption by 2030 (context 43),technology,undecided,0.667,easy,Expert forecasts,2
TC_00439,Electric vehicles are better for the environment (context 43),technology,supported,0.867,medium,Lifecycle analysis,1
TC_00440,NoSQL databases scale better than SQL (context 43),technology,undecided,0.782,hard,Architecture comparison,3
TC_00441,Python is faster than C++ (context 44),technology,rejected,0.823,easy,Benchmark data,4
TC_00442,Cloud computing is more secure than on-premises (context 44),technology,undecided,0.829,medium,Security audits,1
TC_00443,React outperforms Angular for large applications (context 44),technology,undecided,0.707,hard,Performance tests,3
TC_00444,SSDs are more reliable than HDDs (context 44),technology,supported,0.843,expert,Failure rate data,4
TC_00445,5G networks pose health risks (context 44),technology,rejected,0.904,easy,WHO/FCC studies,2
TC_00446,Open source software is more secure (context 44),technology,undecided,0.888,medium,CVE analysis,4
TC_00447,Machine learning models are biased (context 44),technology,supported,0.767,hard,Fairness audits,3
TC_00448,Quantum computers will break encryption by 2030 (context 44),technology,undecided,0.629,expert,Expert forecasts,4
TC_00449,Electric vehicles are better for the environment (context 44),technology,supported,0.847,easy,Lifecycle analysis,1
TC_00450,NoSQL databases scale better than SQL (context 44),technology,undecided,0.569,medium,Architecture comparison,2
TC_00451,Python is faster than C++ (context 45),technology,rejected,0.653,expert,Benchmark data,3
TC_00452,Cloud computing is more secure than on-premises (context 45),technology,undecided,0.678,easy,Security audits,1
TC_00453,React outperforms Angular for large applications (context 45),technology,undecided,0.838,medium,Performance tests,3
TC_00454,SSDs are more reliable than HDDs (context 45),technology,supported,0.8,hard,Failure rate data,3
TC_00455,5G networks pose health risks (context 45),technology,rejected,0.68,expert,WHO/FCC studies,1
TC_00456,Open source software is more secure (context 45),technology,undecided,0.783,easy,CVE analysis,1
TC_00457,Machine learning models are biased (context 45),technology,supported,0.573,medium,Fairness audits,3
TC_00458,Quantum computers will break encryption by 2030 (context 45),technology,undecided,0.816,hard,Expert forecasts,4
TC_00459,Electric vehicles are better for the environment (context 45),technology,supported,0.737,expert,Lifecycle analysis,2
TC_00460,NoSQL databases scale better than SQL (context 45),technology,undecided,0.85,easy,Architecture comparison,2
TC_00461,Python is faster than C++ (context 46),technology,rejected,0.661,hard,Benchmark data,2
TC_00462,Cloud computing is more secure than on-premises (context 46),technology,undecided,0.636,expert,Security audits,2
TC_00463,React outperforms Angular for large applications (context 46),technology,undecided,0.825,easy,Performance tests,3
TC_00464,SSDs are more reliable than HDDs (context 46),technology,supported,0.584,medium,Failure rate data,3
TC_00465,5G networks pose health risks (context 46),technology,rejected,0.906,hard,WHO/FCC studies,1
TC_00466,Open source software is more secure (context 46),technology,undecided,0.781,expert,CVE analysis,4
TC_00467,Machine learning models are biased (context 46),technology,supported,0.819,easy,Fairness audits,1
TC_00468,Quantum computers will break encryption by 2030 (context 46),technology,undecided,0.771,medium,Expert forecasts,2
TC_00469,Electric vehicles are better for the environment (context 46),technology,supported,0.565,hard,Lifecycle analysis,4
TC_00470,NoSQL databases scale better than SQL (context 46),technology,undecided,0.767,expert,Architecture comparison,3
TC_00471,Python is faster than C++ (context 47),technology,rejected,0.745,medium,Benchmark data,3
TC_00472,Cloud computing is more secure than on-premises (context 47),technology,undecided,0.63,hard,Security audits,3
TC_00473,React outperforms Angular for large applications (context 47),technology,undecided,0.555,expert,Performance tests,1
TC_00474,SSDs are more reliable than HDDs (context 47),technology,supported,0.849,easy,Failure rate data,2
TC_00475,5G networks pose health risks (context 47),technology,rejected,0.799,medium,WHO/FCC studies,1
TC_00476,Open source software is more secure (context 47),technology,undecided,0.945,hard,CVE analysis,1
TC_00477,Machine learning models are biased (context 47),technology,supported,0.927,expert,Fairness audits,3
TC_00478,Quantum computers will break encryption by 2030 (context 47),technology,undecided,0.896,easy,Expert forecasts,1
TC_00479,Electric vehicles are better for the environment (context 47),technology,supported,0.571,medium,Lifecycle analysis,1
TC_00480,NoSQL databases scale better than SQL (context 47),technology,undecided,0.617,hard,Architecture comparison,1
TC_00481,Python is faster than C++ (context 48),technology,rejected,0.789,easy,Benchmark data,1
TC_00482,Cloud computing is more secure than on-premises (context 48),technology,undecided,0.752,medium,Security audits,1
TC_00483,React outperforms Angular for large applications (context 48),technology,undecided,0.888,hard,Performance tests,4
TC_00484,SSDs are more reliable than HDDs (context 48),technology,supported,0.757,expert,Failure rate data,4
TC_00485,5G networks pose health risks (context 48),technology,rejected,0.711,easy,WHO/FCC studies,2
TC_00486,Open source software is more secure (context 48),technology,undecided,0.841,medium,CVE analysis,1
TC_00487,Machine learning models are biased (context 48),technology,supported,0.824,hard,Fairness audits,1
TC_00488,Quantum computers will break encryption by 2030 (context 48),technology,undecided,0.771,expert,Expert forecasts,3
TC_00489,Electric vehicles are better for the environment (context 48),technology,supported,0.921,easy,Lifecycle analysis,1
TC_00490,NoSQL databases scale better than SQL (context 48),technology,undecided,0.838,medium,Architecture comparison,4
TC_00491,Python is faster than C++ (context 49),technology,rejected,0.718,expert,Benchmark data,1
TC_00492,Cloud computing is more secure than on-premises (context 49),technology,undecided,0.736,easy,Security audits,2
TC_00493,React outperforms Angular for large applications (context 49),technology,undecided,0.666,medium,Performance tests,3
TC_00494,SSDs are more reliable than HDDs (context 49),technology,supported,0.552,hard,Failure rate data,1
TC_00495,5G networks pose health risks (context 49),technology,rejected,0.92,expert,WHO/FCC studies,1
TC_00496,Open source software is more secure (context 49),technology,undecided,0.587,easy,CVE analysis,2
TC_00497,Machine learning models are biased (context 49),technology,supported,0.761,medium,Fairness audits,3
TC_00498,Quantum computers will break encryption by 2030 (context 49),technology,undecided,0.734,hard,Expert forecasts,1
TC_00499,Electric vehicles are better for the environment (context 49),technology,supported,0.782,expert,Lifecycle analysis,3
TC_00500,NoSQL databases scale better than SQL (context 49),technology,undecided,0.581,easy,Architecture comparison,2
TC_00501,Python is faster than C++ (context 50),technology,rejected,0.581,hard,Benchmark data,4
TC_00502,Cloud computing is more secure than on-premises (context 50),technology,undecided,0.729,expert,Security audits,3
TC_00503,React outperforms Angular for large applications (context 50),technology,undecided,0.867,easy,Performance tests,1
TC_00504,SSDs are more reliable than HDDs (context 50),technology,supported,0.788,medium,Failure rate data,2
TC_00505,5G networks pose health risks (context 50),technology,rejected,0.718,hard,WHO/FCC studies,1
TC_00506,Open source software is more secure (context 50),technology,undecided,0.928,expert,CVE analysis,2
TC_00507,Machine learning models are biased (context 50),technology,supported,0.717,easy,Fairness audits,2
TC_00508,Quantum computers will break encryption by 2030 (context 50),technology,undecided,0.926,medium,Expert forecasts,2
TC_00509,Electric vehicles are better for the environment (context 50),technology,supported,0.812,hard,Lifecycle analysis,2
TC_00510,NoSQL databases scale better than SQL (context 50),technology,undecided,0.898,expert,Architecture comparison,4
TC_00511,Python is faster than C++ (context 51),technology,rejected,0.891,medium,Benchmark data,2
TC_00512,Cloud computing is more secure than on-premises (context 51),technology,undecided,0.602,hard,Security audits,4
TC_00513,React outperforms Angular for large applications (context 51),technology,undecided,0.711,expert,Performance tests,3
TC_00514,SSDs are more reliable than HDDs (context 51),technology,supported,0.887,easy,Failure rate data,1
TC_00515,5G networks pose health risks (context 51),technology,rejected,0.856,medium,WHO/FCC studies,1
TC_00516,Open source software is more secure (context 51),technology,undecided,0.724,hard,CVE analysis,1
TC_00517,Machine learning models are biased (context 51),technology,supported,0.736,expert,Fairness audits,1
TC_00518,Quantum computers will break encryption by 2030 (context 51),technology,undecided,0.795,easy,Expert forecasts,3
TC_00519,Electric vehicles are better for the environment (context 51),technology,supported,0.72,medium,Lifecycle analysis,1
TC_00520,NoSQL databases scale better than SQL (context 51),technology,undecided,0.732,hard,Architecture comparison,1
TC_00521,Python is faster than C++ (context 52),technology,rejected,0.878,easy,Benchmark data,2
TC_00522,Cloud computing is more secure than on-premises (context 52),technology,undecided,0.93,medium,Security audits,1
TC_00523,React outperforms Angular for large applications (context 52),technology,undecided,0.716,hard,Performance tests,2
TC_00524,SSDs are more reliable than HDDs (context 52),technology,supported,0.567,expert,Failure rate data,2
TC_00525,5G networks pose health risks (context 52),technology,rejected,0.847,easy,WHO/FCC studies,3
TC_00526,Open source software is more secure (context 52),technology,undecided,0.627,medium,CVE analysis,4
TC_00527,Machine learning models are biased (context 52),technology,supported,0.898,hard,Fairness audits,4
TC_00528,Quantum computers will break encryption by 2030 (context 52),technology,undecided,0.73,expert,Expert forecasts,1
TC_00529,Electric vehicles are better for the environment (context 52),technology,supported,0.832,easy,Lifecycle analysis,4
TC_00530,NoSQL databases scale better than SQL (context 52),technology,undecided,0.68,medium,Architecture comparison,1
TC_00531,Python is faster than C++ (context 53),technology,rejected,0.835,expert,Benchmark data,4
TC_00532,Cloud computing is more secure than on-premises (context 53),technology,undecided,0.655,easy,Security audits,3
TC_00533,React outperforms Angular for large applications (context 53),technology,undecided,0.619,medium,Performance tests,1
TC_00534,SSDs are more reliable than HDDs (context 53),technology,supported,0.741,hard,Failure rate data,3
TC_00535,5G networks pose health risks (context 53),technology,rejected,0.592,expert,WHO/FCC studies,3
TC_00536,Open source software is more secure (context 53),technology,undecided,0.687,easy,CVE analysis,4
TC_00537,Machine learning models are biased (context 53),technology,supported,0.803,medium,Fairness audits,3
TC_00538,Quantum computers will break encryption by 2030 (context 53),technology,undecided,0.878,hard,Expert forecasts,3
TC_00539,Electric vehicles are better for the environment (context 53),technology,supported,0.693,expert,Lifecycle analysis,1
TC_00540,NoSQL databases scale better than SQL (context 53),technology,undecided,0.691,easy,Architecture comparison,4
TC_00541,Python is faster than C++ (context 54),technology,rejected,0.68,hard,Benchmark data,4
TC_00542,Cloud computing is more secure than on-premises (context 54),technology,undecided,0.803,expert,Security audits,1
TC_00543,React outperforms Angular for large applications (context 54),technology,undecided,0.886,easy,Performance tests,1
TC_00544,SSDs are more reliable than HDDs (context 54),technology,supported,0.753,medium,Failure rate data,1
TC_00545,5G networks pose health risks (context 54),technology,rejected,0.582,hard,WHO/FCC studies,2
TC_00546,Open source software is more secure (context 54),technology,undecided,0.863,expert,CVE analysis,2
TC_00547,Machine learning models are biased (context 54),technology,supported,0.799,easy,Fairness audits,1
TC_00548,Quantum computers will break encryption by 2030 (context 54),technology,undecided,0.715,medium,Expert forecasts,1
TC_00549,Electric vehicles are better for the environment (context 54),technology,supported,0.649,hard,Lifecycle analysis,2
TC_00550,NoSQL databases scale better than SQL (context 54),technology,undecided,0.632,expert,Architecture comparison,1
TC_00551,Python is faster than C++ (context 55),technology,rejected,0.835,medium,Benchmark data,4
TC_00552,Cloud computing is more secure than on-premises (context 55),technology,undecided,0.76,hard,Security audits,4
TC_00553,React outperforms Angular for large applications (context 55),technology,undecided,0.635,expert,Performance tests,3
TC_00554,SSDs are more reliable than HDDs (context 55),technology,supported,0.615,easy,Failure rate data,4
TC_00555,5G networks pose health risks (context 55),technology,rejected,0.609,medium,WHO/FCC studies,2
TC_00556,Open source software is more secure (context 55),technology,undecided,0.863,hard,CVE analysis,1
TC_00557,Machine learning models are biased (context 55),technology,supported,0.911,expert,Fairness audits,2
TC_00558,Quantum computers will break encryption by 2030 (context 55),technology,undecided,0.903,easy,Expert forecasts,3
TC_00559,Electric vehicles are better for the environment (context 55),technology,supported,0.922,medium,Lifecycle analysis,4
TC_00560,NoSQL databases scale better than SQL (context 55),technology,undecided,0.59,hard,Architecture comparison,3
TC_00561,Python is faster than C++ (context 56),technology,rejected,0.78,easy,Benchmark data,4
TC_00562,Cloud computing is more secure than on-premises (context 56),technology,undecided,0.755,medium,Security audits,1
TC_00563,React outperforms Angular for large applications (context 56),technology,undecided,0.66,hard,Performance tests,4
TC_00564,SSDs are more reliable than HDDs (context 56),technology,supported,0.604,expert,Failure rate data,2
TC_00565,5G networks pose health risks (context 56),technology,rejected,0.879,easy,WHO/FCC studies,2
TC_00566,Open source software is more secure (context 56),technology,undecided,0.713,medium,CVE analysis,2
TC_00567,Machine learning models are biased (context 56),technology,supported,0.601,hard,Fairness audits,1
TC_00568,Quantum computers will break encryption by 2030 (context 56),technology,undecided,0.753,expert,Expert forecasts,4
TC_00569,Electric vehicles are better for the environment (context 56),technology,supported,0.829,easy,Lifecycle analysis,3
TC_00570,NoSQL databases scale better than SQL (context 56),technology,undecided,0.578,medium,Architecture comparison,3
TC_00571,Python is faster than C++ (context 57),technology,rejected,0.776,expert,Benchmark data,4
TC_00572,Cloud computing is more secure than on-premises (context 57),technology,undecided,0.679,easy,Security audits,1
TC_00573,React outperforms Angular for large applications (context 57),technology,undecided,0.844,medium,Performance tests,2
TC_00574,SSDs are more reliable than HDDs (context 57),technology,supported,0.851,hard,Failure rate data,1
TC_00575,5G networks pose health risks (context 57),technology,rejected,0.571,expert,WHO/FCC studies,1
TC_00576,Open source software is more secure (context 57),technology,undecided,0.66,easy,CVE analysis,1
TC_00577,Machine learning models are biased (context 57),technology,supported,0.941,medium,Fairness audits,3
TC_00578,Quantum computers will break encryption by 2030 (context 57),technology,undecided,0.817,hard,Expert forecasts,3
TC_00579,Electric vehicles are better for the environment (context 57),technology,supported,0.59,expert,Lifecycle analysis,2
TC_00580,NoSQL databases scale better than SQL (context 57),technology,undecided,0.842,easy,Architecture comparison,4
TC_00581,Python is faster than C++ (context 58),technology,rejected,0.896,hard,Benchmark data,1
TC_00582,Cloud computing is more secure than on-premises (context 58),technology,undecided,0.69,expert,Security audits,2
TC_00583,React outperforms Angular for large applications (context 58),technology,undecided,0.559,easy,Performance tests,4
TC_00584,SSDs are more reliable than HDDs (context 58),technology,supported,0.651,medium,Failure rate data,4
TC_00585,5G networks pose health risks (context 58),technology,rejected,0.802,hard,WHO/FCC studies,1
TC_00586,Open source software is more secure (context 58),technology,undecided,0.591,expert,CVE analysis,3
TC_00587,Machine learning models are biased (context 58),technology,supported,0.94,easy,Fairness audits,1
TC_00588,Quantum computers will break encryption by 2030 (context 58),technology,undecided,0.711,medium,Expert forecasts,1
TC_00589,Electric vehicles are better for the environment (context 58),technology,supported,0.77,hard,Lifecycle analysis,1
TC_00590,NoSQL databases scale better than SQL (context 58),technology,undecided,0.628,expert,Architecture comparison,2
TC_00591,Python is faster than C++ (context 59),technology,rejected,0.924,medium,Benchmark data,2
TC_00592,Cloud computing is more secure than on-premises (context 59),technology,undecided,0.626,hard,Security audits,1
TC_00593,React outperforms Angular for large applications (context 59),technology,undecided,0.753,expert,Performance tests,1
TC_00594,SSDs are more reliable than HDDs (context 59),technology,supported,0.572,easy,Failure rate data,1
TC_00595,5G networks pose health risks (context 59),technology,rejected,0.815,medium,WHO/FCC studies,3
TC_00596,Open source software is more secure (context 59),technology,undecided,0.739,hard,CVE analysis,1
TC_00597,Machine learning models are biased (context 59),technology,supported,0.837,expert,Fairness audits,4
TC_00598,Quantum computers will break encryption by 2030 (context 59),technology,undecided,0.691,easy,Expert forecasts,1
TC_00599,Electric vehicles are better for the environment (context 59),technology,supported,0.95,medium,Lifecycle analysis,2
TC_00600,NoSQL databases scale better than SQL (context 59),technology,undecided,0.717,hard,Architecture comparison,4
TC_00601,Python is faster than C++ (context 60),technology,rejected,0.579,easy,Benchmark data,2
TC_00602,Cloud computing is more secure than on-premises (context 60),technology,undecided,0.816,medium,Security audits,1
TC_00603,React outperforms Angular for large applications (context 60),technology,undecided,0.9,hard,Performance tests,3
TC_00604,SSDs are more reliable than HDDs (context 60),technology,supported,0.557,expert,Failure rate data,4
TC_00605,5G networks pose health risks (context 60),technology,rejected,0.635,easy,WHO/FCC studies,1
