id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
PI_00309,War on drugs has reduced drug use (context 30),policy,rejected,0.842,hard,Prevalence data,4
PI_00310,Affirmative action improves diversity (context 30),policy,supported,0.652,expert,University data,1
PI_00311,Minimum wage increases lead to job losses (context 31),policy,undecided,0.802,medium,Labor economics,4
PI_00312,Universal basic income reduces poverty (context 31),policy,undecided,0.885,hard,Pilot studies,3
PI_00313,Carbon taxes effectively reduce emissions (context 31),policy,supported,0.814,expert,European data,4
PI_00314,Strict gun laws reduce gun violence (context 31),policy,supported,0.809,easy,Comparative studies,1
PI_00315,Free trade benefits all parties equally (context 31),policy,rejected,0.862,medium,Trade deficit data,4
PI_00316,Immigration boosts economic growth (context 31),policy,supported,0.581,hard,GDP analysis,2
PI_00317,Rent control reduces housing supply (context 31),policy,supported,0.721,expert,Housing market data,4
PI_00318,Higher education subsidies increase enrollment (context 31),policy,supported,0.6,easy,Enrollment data,2
PI_00319,War on drugs has reduced drug use (context 31),policy,rejected,0.594,medium,Prevalence data,4
PI_00320,Affirmative action improves diversity (context 31),policy,supported,0.812,hard,University data,1
PI_00321,Minimum wage increases lead to job losses (context 32),policy,undecided,0.645,easy,Labor economics,4
PI_00322,Universal basic income reduces poverty (context 32),policy,undecided,0.776,medium,Pilot studies,1
PI_00323,Carbon taxes effectively reduce emissions (context 32),policy,supported,0.879,hard,European data,1
PI_00324,Strict gun laws reduce gun violence (context 32),policy,supported,0.602,expert,Comparative studies,2
PI_00325,Free trade benefits all parties equally (context 32),policy,rejected,0.705,easy,Trade deficit data,1
PI_00326,Immigration boosts economic growth (context 32),policy,supported,0.598,medium,GDP analysis,1
PI_00327,Rent control reduces housing supply (context 32),policy,supported,0.673,hard,Housing market data,1
PI_00328,Higher education subsidies increase enrollment (context 32),policy,supported,0.559,expert,Enrollment data,4
PI_00329,War on drugs has reduced drug use (context 32),policy,rejected,0.814,easy,Prevalence data,4
PI_00330,Affirmative action improves diversity (context 32),policy,supported,0.74,medium,University data,2
PI_00331,Minimum wage increases lead to job losses (context 33),policy,undecided,0.946,expert,Labor economics,4
PI_00332,Universal basic income reduces poverty (context 33),policy,undecided,0.944,easy,Pilot studies,4
PI_00333,Carbon taxes effectively reduce emissions (context 33),policy,supported,0.829,medium,European data,2
PI_00334,Strict gun laws reduce gun violence (context 33),policy,supported,0.678,hard,Comparative studies,3
PI_00335,Free trade benefits all parties equally (context 33),policy,rejected,0.947,expert,Trade deficit data,3
PI_00336,Immigration boosts economic growth (context 33),policy,supported,0.707,easy,GDP analysis,3
PI_00337,Rent control reduces housing supply (context 33),policy,supported,0.775,medium,Housing market data,4
PI_00338,Higher education subsidies increase enrollment (context 33),policy,supported,0.93,hard,Enrollment data,1
PI_00339,War on drugs has reduced drug use (context 33),policy,rejected,0.605,expert,Prevalence data,3
PI_00340,Affirmative action improves diversity (context 33),policy,supported,0.695,easy,University data,4
PI_00341,Minimum wage increases lead to job losses (context 34),policy,undecided,0.69,hard,Labor economics,2
PI_00342,Universal basic income reduces poverty (context 34),policy,undecided,0.69,expert,Pilot studies,3
PI_00343,Carbon taxes effectively reduce emissions (context 34),policy,supported,0.641,easy,European data,2
PI_00344,Strict gun laws reduce gun violence (context 34),policy,supported,0.914,medium,Comparative studies,4
PI_00345,Free trade benefits all parties equally (context 34),policy,rejected,0.897,hard,Trade deficit data,2
PI_00346,Immigration boosts economic growth (context 34),policy,supported,0.913,expert,GDP analysis,4
PI_00347,Rent control reduces housing supply (context 34),policy,supported,0.913,easy,Housing market data,2
PI_00348,Higher education subsidies increase enrollment (context 34),policy,supported,0.89,medium,Enrollment data,4
PI_00349,War on drugs has reduced drug use (context 34),policy,rejected,0.728,hard,Prevalence data,4
PI_00350,Affirmative action improves diversity (context 34),policy,supported,0.716,expert,University data,2
PI_00351,Minimum wage increases lead to job losses (context 35),policy,undecided,0.561,medium,Labor economics,3
PI_00352,Universal basic income reduces poverty (context 35),policy,undecided,0.659,hard,Pilot studies,4
PI_00353,Carbon taxes effectively reduce emissions (context 35),policy,supported,0.812,expert,European data,4
PI_00354,Strict gun laws reduce gun violence (context 35),policy,supported,0.735,easy,Comparative studies,3
PI_00355,Free trade benefits all parties equally (context 35),policy,rejected,0.886,medium,Trade deficit data,3
PI_00356,Immigration boosts economic growth (context 35),policy,supported,0.601,hard,GDP analysis,4
PI_00357,Rent control reduces housing supply (context 35),policy,supported,0.601,expert,Housing market data,1
PI_00358,Higher education subsidies increase enrollment (context 35),policy,supported,0.914,easy,Enrollment data,1
PI_00359,War on drugs has reduced drug use (context 35),policy,rejected,0.911,medium,Prevalence data,1
PI_00360,Affirmative action improves diversity (context 35),policy,supported,0.757,hard,University data,2
PI_00361,Minimum wage increases lead to job losses (context 36),policy,undecided,0.922,easy,Labor economics,3
PI_00362,Universal basic income reduces poverty (context 36),policy,undecided,0.839,medium,Pilot studies,2
PI_00363,Carbon taxes effectively reduce emissions (context 36),policy,supported,0.775,hard,European data,2
PI_00364,Strict gun laws reduce gun violence (context 36),policy,supported,0.82,expert,Comparative studies,1
PI_00365,Free trade benefits all parties equally (context 36),policy,rejected,0.834,easy,Trade deficit data,1
PI_00366,Immigration boosts economic growth (context 36),policy,supported,0.659,medium,GDP analysis,3
PI_00367,Rent control reduces housing supply (context 36),policy,supported,0.673,hard,Housing market data,1
PI_00368,Higher education subsidies increase enrollment (context 36),policy,supported,0.656,expert,Enrollment data,4
PI_00369,War on drugs has reduced drug use (context 36),policy,rejected,0.827,easy,Prevalence data,1
PI_00370,Affirmative action improves diversity (context 36),policy,supported,0.614,medium,University data,4
PI_00371,Minimum wage increases lead to job losses (context 37),policy,undecided,0.835,expert,Labor economics,2
PI_00372,Universal basic income reduces poverty (context 37),policy,undecided,0.852,easy,Pilot studies,1
PI_00373,Carbon taxes effectively reduce emissions (context 37),policy,supported,0.764,medium,European data,3
PI_00374,Strict gun laws reduce gun violence (context 37),policy,supported,0.749,hard,Comparative studies,4
PI_00375,Free trade benefits all parties equally (context 37),policy,rejected,0.601,expert,Trade deficit data,1
PI_00376,Immigration boosts economic growth (context 37),policy,supported,0.85,easy,GDP analysis,4
PI_00377,Rent control reduces housing supply (context 37),policy,supported,0.621,medium,Housing market data,2
PI_00378,Higher education subsidies increase enrollment (context 37),policy,supported,0.776,hard,Enrollment data,3
PI_00379,War on drugs has reduced drug use (context 37),policy,rejected,0.698,expert,Prevalence data,3
PI_00380,Affirmative action improves diversity (context 37),policy,supported,0.558,easy,University data,3
PI_00381,Minimum wage increases lead to job losses (context 38),policy,undecided,0.84,hard,Labor economics,4
PI_00382,Universal basic income reduces poverty (context 38),policy,undecided,0.565,expert,Pilot studies,1
PI_00383,Carbon taxes effectively reduce emissions (context 38),policy,supported,0.762,easy,European data,3
PI_00384,Strict gun laws reduce gun violence (context 38),policy,supported,0.582,medium,Comparative studies,2
PI_00385,Free trade benefits all parties equally (context 38),policy,rejected,0.86,hard,Trade deficit data,3
PI_00386,Immigration boosts economic growth (context 38),policy,supported,0.645,expert,GDP analysis,1
PI_00387,Rent control reduces housing supply (context 38),policy,supported,0.925,easy,Housing market data,1
PI_00388,Higher education subsidies increase enrollment (context 38),policy,supported,0.656,medium,Enrollment data,1
PI_00389,War on drugs has reduced drug use (context 38),policy,rejected,0.93,hard,Prevalence data,1
PI_00390,Affirmative action improves diversity (context 38),policy,supported,0.878,expert,University data,2
PI_00391,Minimum wage increases lead to job losses (context 39),policy,undecided,0.725,medium,Labor economics,1
PI_00392,Universal basic income reduces poverty (context 39),policy,undecided,0.739,hard,Pilot studies,3
PI_00393,Carbon taxes effectively reduce emissions (context 39),policy,supported,0.754,expert,European data,2
PI_00394,Strict gun laws reduce gun violence (context 39),policy,supported,0.92,easy,Comparative studies,3
PI_00395,Free trade benefits all parties equally (context 39),policy,rejected,0.585,medium,Trade deficit data,3
PI_00396,Immigration boosts economic growth (context 39),policy,supported,0.851,hard,GDP analysis,2
PI_00397,Rent control reduces housing supply (context 39),policy,supported,0.794,expert,Housing market data,4
PI_00398,Higher education subsidies increase enrollment (context 39),policy,supported,0.787,easy,Enrollment data,2
PI_00399,War on drugs has reduced drug use (context 39),policy,rejected,0.917,medium,Prevalence data,4
PI_00400,Affirmative action improves diversity (context 39),policy,supported,0.866,hard,University data,1
PI_00401,Minimum wage increases lead to job losses (context 40),policy,undecided,0.853,easy,Labor economics,3
PI_00402,Universal basic income reduces poverty (context 40),policy,undecided,0.634,medium,Pilot studies,2
PI_00403,Carbon taxes effectively reduce emissions (context 40),policy,supported,0.757,hard,European data,1
PI_00404,Strict gun laws reduce gun violence (context 40),policy,supported,0.781,expert,Comparative studies,4
PI_00405,Free trade benefits all parties equally (context 40),policy,rejected,0.672,easy,Trade deficit data,2
PI_00406,Immigration boosts economic growth (context 40),policy,supported,0.702,medium,GDP analysis,4
PI_00407,Rent control reduces housing supply (context 40),policy,supported,0.683,hard,Housing market data,3
PI_00408,Higher education subsidies increase enrollment (context 40),policy,supported,0.77,expert,Enrollment data,2
PI_00409,War on drugs has reduced drug use (context 40),policy,rejected,0.888,easy,Prevalence data,3
PI_00410,Affirmative action improves diversity (context 40),policy,supported,0.716,medium,University data,1
PI_00411,Minimum wage increases lead to job losses (context 41),policy,undecided,0.611,expert,Labor economics,3
PI_00412,Universal basic income reduces poverty (context 41),policy,undecided,0.927,easy,Pilot studies,1
PI_00413,Carbon taxes effectively reduce emissions (context 41),policy,supported,0.624,medium,European data,1
PI_00414,Strict gun laws reduce gun violence (context 41),policy,supported,0.872,hard,Comparative studies,4
PI_00415,Free trade benefits all parties equally (context 41),policy,rejected,0.898,expert,Trade deficit data,1
PI_00416,Immigration boosts economic growth (context 41),policy,supported,0.571,easy,GDP analysis,4
PI_00417,Rent control reduces housing supply (context 41),policy,supported,0.875,medium,Housing market data,3
PI_00418,Higher education subsidies increase enrollment (context 41),policy,supported,0.873,hard,Enrollment data,3
PI_00419,War on drugs has reduced drug use (context 41),policy,rejected,0.77,expert,Prevalence data,1
PI_00420,Affirmative action improves diversity (context 41),policy,supported,0.78,easy,University data,3
PI_00421,Minimum wage increases lead to job losses (context 42),policy,undecided,0.772,hard,Labor economics,4
PI_00422,Universal basic income reduces poverty (context 42),policy,undecided,0.842,expert,Pilot studies,4
PI_00423,Carbon taxes effectively reduce emissions (context 42),policy,supported,0.666,easy,European data,3
PI_00424,Strict gun laws reduce gun violence (context 42),policy,supported,0.937,medium,Comparative studies,4
PI_00425,Free trade benefits all parties equally (context 42),policy,rejected,0.709,hard,Trade deficit data,4
PI_00426,Immigration boosts economic growth (context 42),policy,supported,0.857,expert,GDP analysis,4
PI_00427,Rent control reduces housing supply (context 42),policy,supported,0.931,easy,Housing market data,3
PI_00428,Higher education subsidies increase enrollment (context 42),policy,supported,0.748,medium,Enrollment data,2
PI_00429,War on drugs has reduced drug use (context 42),policy,rejected,0.791,hard,Prevalence data,2
PI_00430,Affirmative action improves diversity (context 42),policy,supported,0.829,expert,University data,3
PI_00431,Minimum wage increases lead to job losses (context 43),policy,undecided,0.658,medium,Labor economics,4
PI_00432,Universal basic income reduces poverty (context 43),policy,undecided,0.61,hard,Pilot studies,2
PI_00433,Carbon taxes effectively reduce emissions (context 43),policy,supported,0.704,expert,European data,3
PI_00434,Strict gun laws reduce gun violence (context 43),policy,supported,0.779,easy,Comparative studies,3
PI_00435,Free trade benefits all parties equally (context 43),policy,rejected,0.601,medium,Trade deficit data,1
PI_00436,Immigration boosts economic growth (context 43),policy,supported,0.889,hard,GDP analysis,4
PI_00437,Rent control reduces housing supply (context 43),policy,supported,0.939,expert,Housing market data,4
PI_00438,Higher education subsidies increase enrollment (context 43),policy,supported,0.616,easy,Enrollment data,3
PI_00439,War on drugs has reduced drug use (context 43),policy,rejected,0.779,medium,Prevalence data,3
PI_00440,Affirmative action improves diversity (context 43),policy,supported,0.743,hard,University data,3
PI_00441,Minimum wage increases lead to job losses (context 44),policy,undecided,0.617,easy,Labor economics,1
PI_00442,Universal basic income reduces poverty (context 44),policy,undecided,0.59,medium,Pilot studies,3
PI_00443,Carbon taxes effectively reduce emissions (context 44),policy,supported,0.844,hard,European data,3
PI_00444,Strict gun laws reduce gun violence (context 44),policy,supported,0.588,expert,Comparative studies,2
PI_00445,Free trade benefits all parties equally (context 44),policy,rejected,0.856,easy,Trade deficit data,3
PI_00446,Immigration boosts economic growth (context 44),policy,supported,0.936,medium,GDP analysis,3
PI_00447,Rent control reduces housing supply (context 44),policy,supported,0.713,hard,Housing market data,2
PI_00448,Higher education subsidies increase enrollment (context 44),policy,supported,0.725,expert,Enrollment data,3
PI_00449,War on drugs has reduced drug use (context 44),policy,rejected,0.858,easy,Prevalence data,2
PI_00450,Affirmative action improves diversity (context 44),policy,supported,0.787,medium,University data,2
PI_00451,Minimum wage increases lead to job losses (context 45),policy,undecided,0.565,expert,Labor economics,4
PI_00452,Universal basic income reduces poverty (context 45),policy,undecided,0.874,easy,Pilot studies,2
PI_00453,Carbon taxes effectively reduce emissions (context 45),policy,supported,0.72,medium,European data,1
PI_00454,Strict gun laws reduce gun violence (context 45),policy,supported,0.816,hard,Comparative studies,2
PI_00455,Free trade benefits all parties equally (context 45),policy,rejected,0.588,expert,Trade deficit data,4
PI_00456,Immigration boosts economic growth (context 45),policy,supported,0.628,easy,GDP analysis,1
PI_00457,Rent control reduces housing supply (context 45),policy,supported,0.877,medium,Housing market data,2
PI_00458,Higher education subsidies increase enrollment (context 45),policy,supported,0.671,hard,Enrollment data,3
PI_00459,War on drugs has reduced drug use (context 45),policy,rejected,0.743,expert,Prevalence data,4
PI_00460,Affirmative action improves diversity (context 45),policy,supported,0.898,easy,University data,3
PI_00461,Minimum wage increases lead to job losses (context 46),policy,undecided,0.927,hard,Labor economics,1
PI_00462,Universal basic income reduces poverty (context 46),policy,undecided,0.736,expert,Pilot studies,3
PI_00463,Carbon taxes effectively reduce emissions (context 46),policy,supported,0.657,easy,European data,4
PI_00464,Strict gun laws reduce gun violence (context 46),policy,supported,0.741,medium,Comparative studies,4
PI_00465,Free trade benefits all parties equally (context 46),policy,rejected,0.882,hard,Trade deficit data,4
PI_00466,Immigration boosts economic growth (context 46),policy,supported,0.736,expert,GDP analysis,4
PI_00467,Rent control reduces housing supply (context 46),policy,supported,0.58,easy,Housing market data,4
PI_00468,Higher education subsidies increase enrollment (context 46),policy,supported,0.855,medium,Enrollment data,2
PI_00469,War on drugs has reduced drug use (context 46),policy,rejected,0.712,hard,Prevalence data,2
PI_00470,Affirmative action improves diversity (context 46),policy,supported,0.553,expert,University data,4
PI_00471,Minimum wage increases lead to job losses (context 47),policy,undecided,0.718,medium,Labor economics,4
PI_00472,Universal basic income reduces poverty (context 47),policy,undecided,0.855,hard,Pilot studies,1
PI_00473,Carbon taxes effectively reduce emissions (context 47),policy,supported,0.564,expert,European data,1
PI_00474,Strict gun laws reduce gun violence (context 47),policy,supported,0.891,easy,Comparative studies,2
PI_00475,Free trade benefits all parties equally (context 47),policy,rejected,0.633,medium,Trade deficit data,3
PI_00476,Immigration boosts economic growth (context 47),policy,supported,0.798,hard,GDP analysis,4
PI_00477,Rent control reduces housing supply (context 47),policy,supported,0.88,expert,Housing market data,1
PI_00478,Higher education subsidies increase enrollment (context 47),policy,supported,0.556,easy,Enrollment data,3
PI_00479,War on drugs has reduced drug use (context 47),policy,rejected,0.721,medium,Prevalence data,4
PI_00480,Affirmative action improves diversity (context 47),policy,supported,0.88,hard,University data,3
PI_00481,Minimum wage increases lead to job losses (context 48),policy,undecided,0.918,easy,Labor economics,4
PI_00482,Universal basic income reduces poverty (context 48),policy,undecided,0.804,medium,Pilot studies,1
PI_00483,Carbon taxes effectively reduce emissions (context 48),policy,supported,0.587,hard,European data,2
PI_00484,Strict gun laws reduce gun violence (context 48),policy,supported,0.9,expert,Comparative studies,3
PI_00485,Free trade benefits all parties equally (context 48),policy,rejected,0.667,easy,Trade deficit data,1
PI_00486,Immigration boosts economic growth (context 48),policy,supported,0.745,medium,GDP analysis,3
PI_00487,Rent control reduces housing supply (context 48),policy,supported,0.696,hard,Housing market data,4
PI_00488,Higher education subsidies increase enrollment (context 48),policy,supported,0.8,expert,Enrollment data,3
PI_00489,War on drugs has reduced drug use (context 48),policy,rejected,0.744,easy,Prevalence data,3
PI_00490,Affirmative action improves diversity (context 48),policy,supported,0.694,medium,University data,2
PI_00491,Minimum wage increases lead to job losses (context 49),policy,undecided,0.756,expert,Labor economics,2
PI_00492,Universal basic income reduces poverty (context 49),policy,undecided,0.58,easy,Pilot studies,1
PI_00493,Carbon taxes effectively reduce emissions (context 49),policy,supported,0.836,medium,European data,4
PI_00494,Strict gun laws reduce gun violence (context 49),policy,supported,0.656,hard,Comparative studies,3
PI_00495,Free trade benefits all parties equally (context 49),policy,rejected,0.713,expert,Trade deficit data,4
PI_00496,Immigration boosts economic growth (context 49),policy,supported,0.762,easy,GDP analysis,4
PI_00497,Rent control reduces housing supply (context 49),policy,supported,0.803,medium,Housing market data,2
PI_00498,Higher education subsidies increase enrollment (context 49),policy,supported,0.916,hard,Enrollment data,4
PI_00499,War on drugs has reduced drug use (context 49),policy,rejected,0.922,expert,Prevalence data,4
PI_00500,Affirmative action improves diversity (context 49),policy,supported,0.772,easy,University data,4
PI_00501,Minimum wage increases lead to job losses (context 50),policy,undecided,0.761,hard,Labor economics,3
PI_00502,Universal basic income reduces poverty (context 50),policy,undecided,0.706,expert,Pilot studies,3
PI_00503,Carbon taxes effectively reduce emissions (context 50),policy,supported,0.933,easy,European data,3
PI_00504,Strict gun laws reduce gun violence (context 50),policy,supported,0.736,medium,Comparative studies,4
PI_00505,Free trade benefits all parties equally (context 50),policy,rejected,0.948,hard,Trade deficit data,2
PI_00506,Immigration boosts economic growth (context 50),policy,supported,0.643,expert,GDP analysis,3
PI_00507,Rent control reduces housing supply (context 50),policy,supported,0.889,easy,Housing market data,3
PI_00508,Higher education subsidies increase enrollment (context 50),policy,supported,0.629,medium,Enrollment data,1
PI_00509,War on drugs has reduced drug use (context 50),policy,rejected,0.772,hard,Prevalence data,4
PI_00510,Affirmative action improves diversity (context 50),policy,supported,0.749,expert,University data,4
PI_00511,Minimum wage increases lead to job losses (context 51),policy,undecided,0.891,medium,Labor economics,2
PI_00512,Universal basic income reduces poverty (context 51),policy,undecided,0.929,hard,Pilot studies,3
PI_00513,Carbon taxes effectively reduce emissions (context 51),policy,supported,0.59,expert,European data,4
PI_00514,Strict gun laws reduce gun violence (context 51),policy,supported,0.751,easy,Comparative studies,3
PI_00515,Free trade benefits all parties equally (context 51),policy,rejected,0.866,medium,Trade deficit data,1
PI_00516,Immigration boosts economic growth (context 51),policy,supported,0.697,hard,GDP analysis,3
PI_00517,Rent control reduces housing supply (context 51),policy,supported,0.674,expert,Housing market data,4
PI_00518,Higher education subsidies increase enrollment (context 51),policy,supported,0.74,easy,Enrollment data,3
PI_00519,War on drugs has reduced drug use (context 51),policy,rejected,0.601,medium,Prevalence data,2
PI_00520,Affirmative action improves diversity (context 51),policy,supported,0.597,hard,University data,1
PI_00521,Minimum wage increases lead to job losses (context 52),policy,undecided,0.689,easy,Labor economics,3
PI_00522,Universal basic income reduces poverty (context 52),policy,undecided,0.731,medium,Pilot studies,2
PI_00523,Carbon taxes effectively reduce emissions (context 52),policy,supported,0.864,hard,European data,2
PI_00524,Strict gun laws reduce gun violence (context 52),policy,supported,0.611,expert,Comparative studies,3
PI_00525,Free trade benefits all parties equally (context 52),policy,rejected,0.913,easy,Trade deficit data,1
PI_00526,Immigration boosts economic growth (context 52),policy,supported,0.85,medium,GDP analysis,1
PI_00527,Rent control reduces housing supply (context 52),policy,supported,0.713,hard,Housing market data,1
PI_00528,Higher education subsidies increase enrollment (context 52),policy,supported,0.815,expert,Enrollment data,2
PI_00529,War on drugs has reduced drug use (context 52),policy,rejected,0.559,easy,Prevalence data,2
PI_00530,Affirmative action improves diversity (context 52),policy,supported,0.852,medium,University data,3
PI_00531,Minimum wage increases lead to job losses (context 53),policy,undecided,0.943,expert,Labor economics,2
PI_00532,Universal basic income reduces poverty (context 53),policy,undecided,0.924,easy,Pilot studies,2
PI_00533,Carbon taxes effectively reduce emissions (context 53),policy,supported,0.558,medium,European data,3
PI_00534,Strict gun laws reduce gun violence (context 53),policy,supported,0.732,hard,Comparative studies,2
PI_00535,Free trade benefits all parties equally (context 53),policy,rejected,0.776,expert,Trade deficit data,3
PI_00536,Immigration boosts economic growth (context 53),policy,supported,0.624,easy,GDP analysis,2
PI_00537,Rent control reduces housing supply (context 53),policy,supported,0.758,medium,Housing market data,2
PI_00538,Higher education subsidies increase enrollment (context 53),policy,supported,0.944,hard,Enrollment data,3
PI_00539,War on drugs has reduced drug use (context 53),policy,rejected,0.598,expert,Prevalence data,3
PI_00540,Affirmative action improves diversity (context 53),policy,supported,0.829,easy,University data,3
PI_00541,Minimum wage increases lead to job losses (context 54),policy,undecided,0.598,hard,Labor economics,1
PI_00542,Universal basic income reduces poverty (context 54),policy,undecided,0.764,expert,Pilot studies,4
PI_00543,Carbon taxes effectively reduce emissions (context 54),policy,supported,0.641,easy,European data,3
PI_00544,Strict gun laws reduce gun violence (context 54),policy,supported,0.75,medium,Comparative studies,4
PI_00545,Free trade benefits all parties equally (context 54),policy,rejected,0.854,hard,Trade deficit data,1
PI_00546,Immigration boosts economic growth (context 54),policy,supported,0.9,expert,GDP analysis,2
PI_00547,Rent control reduces housing supply (context 54),policy,supported,0.568,easy,Housing market data,4
PI_00548,Higher education subsidies increase enrollment (context 54),policy,supported,0.559,medium,Enrollment data,2
PI_00549,War on drugs has reduced drug use (context 54),policy,rejected,0.722,hard,Prevalence data,2
PI_00550,Affirmative action improves diversity (context 54),policy,supported,0.864,expert,University data,3
PI_00551,Minimum wage increases lead to job losses (context 55),policy,undecided,0.767,medium,Labor economics,4
PI_00552,Universal basic income reduces poverty (context 55),policy,undecided,0.911,hard,Pilot studies,3
PI_00553,Carbon taxes effectively reduce emissions (context 55),policy,supported,0.744,expert,European data,2
PI_00554,Strict gun laws reduce gun violence (context 55),policy,supported,0.9,easy,Comparative studies,2
PI_00555,Free trade benefits all parties equally (context 55),policy,rejected,0.934,medium,Trade deficit data,4
PI_00556,Immigration boosts economic growth (context 55),policy,supported,0.551,hard,GDP analysis,2
PI_00557,Rent control reduces housing supply (context 55),policy,supported,0.816,expert,Housing market data,3
PI_00558,Higher education subsidies increase enrollment (context 55),policy,supported,0.845,easy,Enrollment data,4
PI_00559,War on drugs has reduced drug use (context 55),policy,rejected,0.707,medium,Prevalence data,4
PI_00560,Affirmative action improves diversity (context 55),policy,supported,0.696,hard,University data,2
PI_00561,Minimum wage increases lead to job losses (context 56),policy,undecided,0.726,easy,Labor economics,4
PI_00562,Universal basic income reduces poverty (context 56),policy,undecided,0.731,medium,Pilot studies,3
PI_00563,Carbon taxes effectively reduce emissions (context 56),policy,supported,0.586,hard,European data,1
PI_00564,Strict gun laws reduce gun violence (context 56),policy,supported,0.706,expert,Comparative studies,3
PI_00565,Free trade benefits all parties equally (context 56),policy,rejected,0.836,easy,Trade deficit data,4
PI_00566,Immigration boosts economic growth (context 56),policy,supported,0.63,medium,GDP analysis,3
PI_00567,Rent control reduces housing supply (context 56),policy,supported,0.822,hard,Housing market data,2
PI_00568,Higher education subsidies increase enrollment (context 56),policy,supported,0.855,expert,Enrollment data,2
PI_00569,War on drugs has reduced drug use (context 56),policy,rejected,0.596,easy,Prevalence data,2
PI_00570,Affirmative action improves diversity (context 56),policy,supported,0.835,medium,University data,2
PI_00571,Minimum wage increases lead to job losses (context 57),policy,undecided,0.866,expert,Labor economics,4
PI_00572,Universal basic income reduces poverty (context 57),policy,undecided,0.77,easy,Pilot studies,4
PI_00573,Carbon taxes effectively reduce emissions (context 57),policy,supported,0.819,medium,European data,1
PI_00574,Strict gun laws reduce gun violence (context 57),policy,supported,0.887,hard,Comparative studies,4
PI_00575,Free trade benefits all parties equally (context 57),policy,rejected,0.909,expert,Trade deficit data,4
PI_00576,Immigration boosts economic growth (context 57),policy,supported,0.897,easy,GDP analysis,1
PI_00577,Rent control reduces housing supply (context 57),policy,supported,0.58,medium,Housing market data,2
PI_00578,Higher education subsidies increase enrollment (context 57),policy,supported,0.65,hard,Enrollment data,2
PI_00579,War on drugs has reduced drug use (context 57),policy,rejected,0.566,expert,Prevalence data,3
PI_00580,Affirmative action improves diversity (context 57),policy,supported,0.854,easy,University data,3
PI_00581,Minimum wage increases lead to job losses (context 58),policy,undecided,0.6,hard,Labor economics,4
PI_00582,Universal basic income reduces poverty (context 58),policy,undecided,0.826,expert,Pilot studies,1
PI_00583,Carbon taxes effectively reduce emissions (context 58),policy,supported,0.603,easy,European data,2
PI_00584,Strict gun laws reduce gun violence (context 58),policy,supported,0.644,medium,Comparative studies,3
PI_00585,Free trade benefits all parties equally (context 58),policy,rejected,0.781,hard,Trade deficit data,1
PI_00586,Immigration boosts economic growth (context 58),policy,supported,0.789,expert,GDP analysis,3
PI_00587,Rent control reduces housing supply (context 58),policy,supported,0.783,easy,Housing market data,2
PI_00588,Higher education subsidies increase enrollment (context 58),policy,supported,0.725,medium,Enrollment data,2
PI_00589,War on drugs has reduced drug use (context 58),policy,rejected,0.767,hard,Prevalence data,4
PI_00590,Affirmative action improves diversity (context 58),policy,supported,0.683,expert,University data,1
PI_00591,Minimum wage increases lead to job losses (context 59),policy,undecided,0.814,medium,Labor economics,4
PI_00592,Universal basic income reduces poverty (context 59),policy,undecided,0.906,hard,Pilot studies,1
PI_00593,Carbon taxes effectively reduce emissions (context 59),policy,supported,0.704,expert,European data,2
PI_00594,Strict gun laws reduce gun violence (context 59),policy,supported,0.575,easy,Comparative studies,4
PI_00595,Free trade benefits all parties equally (context 59),policy,rejected,0.654,medium,Trade deficit data,1
PI_00596,Immigration boosts economic growth (context 59),policy,supported,0.607,hard,GDP analysis,3
PI_00597,Rent control reduces housing supply (context 59),policy,supported,0.857,expert,Housing market data,4
PI_00598,Higher education subsidies increase enrollment (context 59),policy,supported,0.709,easy,Enrollment data,3
PI_00599,War on drugs has reduced drug use (context 59),policy,rejected,0.939,medium,Prevalence data,2
PI_00600,Affirmative action improves diversity (context 59),policy,supported,0.622,hard,University data,3
PI_00601,Minimum wage increases lead to job losses (context 60),policy,undecided,0.909,easy,Labor economics,3
PI_00602,Universal basic income reduces poverty (context 60),policy,undecided,0.57,medium,Pilot studies,4
PI_00603,Carbon taxes effectively reduce emissions (context 60),policy,supported,0.705,hard,European data,3
PI_00604,Strict gun laws reduce gun violence (context 60),policy,supported,0.939,expert,Comparative studies,4
PI_00605,Free trade benefits all parties equally (context 60),policy,rejected,0.717,easy,Trade deficit data,3
PI_00606,Immigration boosts economic growth (context 60),policy,supported,0.928,medium,GDP analysis,1
PI_00607,Rent control reduces housing supply (context 60),policy,supported,0.582,hard,Housing market data,4
PI_00608,Higher education subsidies increase enrollment (context 60),policy,supported,0.705,expert,Enrollment data,4
PI_00609,War on drugs has reduced drug use (context 60),policy,rejected,0.728,easy,Prevalence data,1
PI_00610,Affirmative action improves diversity (context 60),policy,supported,0.932,medium,University data,1
PI_00611,Minimum wage increases lead to job losses (context 61),policy,undecided,0.777,expert,Labor economics,2
PI_00612,Universal basic income reduces poverty (context 61),policy,undecided,0.586,easy,Pilot studies,1
PI_00613,Carbon taxes effectively reduce emissions (context 61),policy,supported,0.83,medium,European data,3
PI_00614,Strict gun laws reduce gun violence (context 61),policy,supported,0.709,hard,Comparative studies,2
PI_00615,Free trade benefits all parties equally (context 61),policy,rejected,0.881,expert,Trade deficit data,3
PI_00616,Immigration boosts economic growth (context 61),policy,supported,0.837,easy,GDP analysis,4
